pid,hid,housenum,p20ans,p21ans,p21area,p21area_siz,p21hhldsiz,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21job2,p21relig1,ott_yes,ott_freq,ott_score,sns_yes,sns_freq_1,sns_freq_2,sns_freq_3,sns_freq_4,sns_score_1,sns_score_1,sns_score_1,sns_score_1,sns_score_all,p21d25040,p21d25041,p21d25042,p21d25043,p21d25044,p21d25045,p21d25046,p21d25047,p21d25048,p21d25049,p21d25050,p21d25051,p21d25052,p21d25053,p21d25054,p21d25055,p21d25056,p21d25057,p21d25058,p21d25059,p21d25060,pc_ability,p21d25061,p21d25062,p21d25063,p21d25064,p21d25065,p21d25066,p21d25067,p21d25068,p21d25070,p21d25071,p21d25072,p21d25073,p21d25074,p21d25075,p21d25076,p21d25077,p21d25078,p21d25079,p21d25080,p21d25081,p21d25082,p21d25083,p21d25084,p21d25085,p21d25086,smart_ability,p21h01001,p21h01002,p21h01003,p21h01004,p21h01005,p21h01006,p21h01007,p21h01008,p21h01009,p21h01010,esteem
18720004,187200,4,1,1,2,1,3,2,22,5,1,1,2, ,1,1,5,5,1,7,7,7,7,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,3,2,3,3,2,2,2,31
18730001,187300,1,1,1,2,1,1,1,41,4,1,5,1,1,1,1,5,5,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,3,2,3,3,2,1,1,33
18740001,187400,1,1,1,2,1,1,2,90,2,3,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,3,3,2,2,2,30
18750001,187500,1,1,1,2,1,3,1,75,3,2,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,3,2,3,3,2,2,2,31
18750002,187500,2,1,1,2,1,3,2,73,3,2,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,3,3,2,3,2,3,3,2,2,2,30
18750003,187500,3,1,1,2,1,3,2,93,2,3,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,3,3,2,2,2,30
18750004,187500,4,1,1,2,1,3,1,45,4,1,5,1,1,2,1,6,4,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,3,2,3,4,2,2,1,33
18750005,187500,5,1,1,2,1,3,2,46,4,1,5,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,5,4.56,3,3,2,3,2,3,3,2,2,2,30
18760001,187600,1,1,1,2,1,1,1,84,3,3,2,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.08,3,3,2,3,2,3,3,2,2,2,30
18770002,187700,2,1,1,2,1,1,2,91,2,3,2,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,3,1,3,3,2,2,1,34
18780001,187800,1,1,1,2,1,2,1,81,3,2,2,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,3,3,2,2,2,30
18780002,187800,2,1,1,2,1,2,2,79,3,2,2,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,3,3,3,2,2,29
18820001,188200,1,1,1,6,1,1,1,55,5,1,4,2, ,2,1,5,5,2, , , , ,0,0,0,0,0,3,4,3,4,4,3,3,3,3,2,2,3,4,4,4,4,3,3,4,3,3,3.285714286,5,5,5,5,5,5,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3.92,3,2,3,2,2,3,4,3,2,3,26
18830001,188300,1,1,1,6,1,2,1,91,3,2,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,2,3,3,2,2,28
18830002,188300,2,1,1,6,1,2,2,89,2,2,2,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16,3,3,1,2,2,3,4,3,2,2,30
18840001,188400,1,1,1,6,1,2,1,86,2,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.047619048,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.04,3,3,2,2,4,3,3,3,3,1,26
18840002,188400,2,1,1,6,1,2,2,79,2,2,3,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.095238095,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16,4,4,1,3,2,3,3,3,2,1,33
18850001,188500,1,1,1,6,1,3,1,83,2,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16,3,3,1,3,2,3,4,3,2,1,32
18850002,188500,2,1,1,6,1,3,2,78,2,2,3,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.24,3,2,1,2,3,4,3,2,2,1,30
18850003,188500,3,1,1,6,1,3,1,25,5,1,1,2, ,2,1,1,9,1,2,4,9,8,8,6,1,2,4.25,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,4,4,4,4.619047619,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4.88,3,4,1,4,4,3,3,2,1,1,33
18850004,188500,4,1,1,6,1,3,2,54,4,4,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,4,3,2,2,3,3,3,3,3,3,3,3,4,3,3,3,4,3,2,2,3,2.952380952,5,5,5,5,5,5,4,3,4,4,3,3,3,3,3,3,3,3,4,3,2,2,3,3,3,3.56,4,3,2,3,3,4,3,3,2,1,31
18860001,188600,1,1,1,6,1,3,1,46,5,2,9,1,1,2,1,3,7,1,5,8,8,8,5,2,2,2,2.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3.88,3,2,1,3,2,3,3,3,1,1,31
18860002,188600,2,1,1,6,1,3,2,43,5,2,1,2, ,2,1,3,7,1,4,8,8,8,6,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3.952380952,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,2,2,2,3,3,3,3.56,3,3,1,3,3,3,3,2,1,1,32
18860003,188600,3,1,1,6,1,3,1,14,3,1,1,2, ,2,1,1,9,1,4,7,8,8,6,3,2,2,3.25,4,4,4,4,4,3,3,3,4,2,2,2,4,4,4,4,3,3,3,3,3,3.333333333,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,2,3,2,2,2,2,3.36,3,2,1,2,2,3,3,3,1,1,30
18860004,188600,4,1,1,6,1,3,1,10,2,1,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,4,4,4,4,4,3,2,2,1,3,1,1,1,1,1,1,1,3,2,1,1,2.142857143,4,4,4,4,4,4,4,4,3,3,1,3,2,2,1,1,1,1,3,1,2,1,2,2,2,2.52, , , , , , , , , , ,#VALUE!
18870001,188700,1,1,1,6,1,3,1,51,5,2,7,1,1,2,1,4,6,1,4,7,8,8,6,3,2,2,3.25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,2,3.68,3,2,2,3,2,2,3,3,1,1,29
18870002,188700,2,1,1,6,1,3,2,49,4,2,1,2, ,2,1,4,6,1,4,7,7,7,6,3,3,3,3.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3.761904762,4,4,4,4,4,4,4,4,3,3,4,4,2,2,4,4,4,4,4,2,2,2,2,2,2,3.28,3,2,1,3,2,3,3,2,1,1,32
18870003,188700,3,1,1,6,1,3,2,20,5,1,1,2, ,2,1,1,9,1,4,8,8,8,6,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3.8,3,3,1,3,2,3,3,2,1,1,33
18890001,188900,1,1,1,17,1,3,1,55,5,2,11,1,1,2,1,4,6,1,5,9,8,7,5,1,2,3,2.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,2,3,2,3,2,2,3.48,3,2,1,3,3,2,2,2,1,1,29
18890002,188900,2,1,1,17,1,3,2,54,5,2,1,2, ,2,1,4,6,1,5,7,8,8,5,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3.714285714,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,3,3,3,3.68,3,2,1,3,3,3,3,2,1,1,31
18890003,188900,3,1,1,17,1,3,1,18,4,1,1,2, ,2,1,3,7,1,3,5,5,4,7,5,5,6,5.75,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,3,3,3.714285714,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,3,3,2,2,2,2,3.44,3,3,1,3,3,3,2,2,1,1,31
18920001,189200,1,1,1,6,1,3,1,47,5,2,9,1,1,2,1,4,6,1,5,8,8,8,5,2,2,2,2.75,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,3.857142857,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,2,3,3,3,3.68,3,2,1,3,2,3,3,3,1,1,31
18920002,189200,2,1,1,6,1,3,2,45,6,2,7,1,1,2,1,5,5,1,7,7,7,7,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4.047619048,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,3,2,2,2,3,2,2,3.36,3,2,1,3,3,3,3,3,1,1,30
18920003,189200,3,1,1,6,1,3,1,13,3,1,1,2, ,2,1,1,9,1,4,8,8,8,6,2,2,2,3,4,4,4,4,4,4,3,2,1,4,2,2,4,4,4,4,3,3,2,2,2,3.142857143,4,4,4,4,4,4,4,4,4,3,2,4,2,2,4,4,3,3,3,2,2,2,2,2,2,3.12,3,3,1,2,3,3,3,3,1,1,30
18920004,189200,4,1,1,6,1,3,1,11,2,1,1,2, ,2,1,3,7,1,5,7,8,8,5,3,2,2,3,3,3,3,3,3,2,2,2,2,3,2,2,3,3,2,2,2,3,1,1,1,2.285714286,4,4,4,4,4,4,4,3,3,2,2,2,2,2,3,3,3,3,3,1,2,1,2,2,2,2.76, , , , , , , , , , ,#VALUE!
18930001,189300,1,1,1,6,1,2,1,64,4,2,5,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,2,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2.19047619,4,4,4,4,4,4,4,4,4,2,4,2,2,2,4,4,2,2,4,1,2,1,2,2,2,2.96,2,1,3,2,3,2,2,2,2,1,23
18930002,189300,2,1,1,6,1,2,2,64,4,2,5,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,2,2,3,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.952380952,4,4,4,4,4,4,4,4,2,2,4,3,2,2,2,2,2,2,2,1,1,1,2,2,2,2.64,3,1,1,3,3,2,2,2,1,1,28
18940001,189400,1,1,1,2,1,2,1,78,3,2,3,1,3,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.24,3,3,1,3,2,3,3,3,2,2,30
18940002,189400,2,1,1,2,1,2,2,72,3,2,3,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.24,3,3,1,3,2,3,3,2,2,3,30
18950001,189500,1,1,1,2,1,2,1,80,3,2,3,1,3,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,3,3,3,2,2,29
18950002,189500,2,1,1,2,1,2,2,77,2,2,3,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,3,3,2,3,2,3,3,2,2,2,30
18960002,189600,2,1,1,2,1,2,2,59,4,2,4,1,1,1,1,4,6,1,8,9,9,9,2,1,1,1,1.25,4,4,2,2,2,2,1,1,1,1,1,1,4,4,2,2,1,1,1,1,1,1.857142857,5,5,5,5,4,5,3,3,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2.32,3,3,2,3,2,3,3,3,2,2,29
18970001,189700,1,1,1,15,1,2,1,62,5,2,8,1,1,1,1,6,4,1,8,9,9,9,2,1,1,1,1.25,5,5,4,4,4,4,3,2,2,2,2,2,5,5,4,4,2,2,1,1,1,3.047619048,5,5,5,5,5,5,4,4,4,3,4,4,3,3,5,5,4,4,5,3,3,3,1,1,1,3.76,3,3,2,3,2,3,3,3,2,2,29
18970002,189700,2,1,1,15,1,2,2,63,4,2,2,2, ,1,1,5,5,1,8,9,9,9,2,1,1,1,1.25,5,5,4,4,4,4,3,2,2,2,2,2,5,5,4,4,2,2,1,1,1,3.047619048,5,5,5,5,5,5,4,4,4,3,4,4,3,3,5,5,4,4,5,3,3,3,1,1,1,3.76,4,3,2,3,1,3,4,3,2,1,33
18980002,189800,2,1,1,2,1,1,2,79,2,3,3,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,3,3,2,3,3,3,3,3,2,2,28
18990001,189900,1,1,1,2,1,2,1,56,4,2,3,1,3,1,2, ,0,2, , , , ,0,0,0,0,0,4,4,3,3,3,3,2,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2.761904762,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1.44,3,3,2,2,2,3,3,3,2,2,28
18990002,189900,2,1,1,2,1,2,2,54,4,2,2,2, ,1,1,6,4,2, , , , ,0,0,0,0,0,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1.571428571,5,5,5,5,4,5,2,2,2,2,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,2.44,3,3,2,2,2,3,3,3,2,2,28
19000001,190000,1,1,1,2,1,2,1,70,4,2,4,1,3,1,2, ,0,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2.952380952,4,4,2,2,2,4,2,2,2,2,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,2.04,4,4,2,4,4,4,4,3,2,1,33
19000002,190000,2,1,1,2,1,2,2,68,2,2,4,1,3,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.24,3,3,2,3,3,3,3,3,2,2,28
19010001,190100,1,1,1,2,1,3,1,62,4,2,6,1,3,2,2, ,0,2, , , , ,0,0,0,0,0,4,4,2,2,2,2,2,2,2,2,2,2,4,4,2,2,1,1,1,1,1,2.142857143,5,5,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1.64,3,3,2,3,2,3,3,3,2,2,29
19010003,190100,3,1,1,2,1,3,2,61,4,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.19047619,5,5,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1.84,3,3,2,3,2,3,3,3,2,2,29
19010004,190100,4,1,1,2,1,3,2,27,5,1,1,2, ,2,1,4,6,1,8,8,9,9,2,2,1,1,1.5,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3.666666667,5,5,5,5,5,5,4,4,4,4,4,4,3,3,5,5,5,5,5,4,4,4,2,2,2,4.12,4,3,2,3,2,3,3,2,3,3,29
19010005,190100,5,1,1,2,1,3,2,27,5,1,1,2, ,2,1,5,5,1,8,9,9,9,2,1,1,1,1.25,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3.666666667,5,5,5,5,5,5,4,4,4,4,4,4,3,3,5,5,5,5,5,4,4,4,1,1,1,4,3,3,2,3,2,2,3,3,3,2,27
19020002,190200,2,1,1,2,1,3,2,49,4,2,3,2, ,2,1,4,6,1,8,9,9,9,2,1,1,1,1.25,4,4,3,3,3,3,1,1,3,1,1,1,4,4,4,4,1,1,1,1,1,2.333333333,5,5,5,5,5,5,4,4,4,3,3,3,3,3,4,4,4,4,2,2,2,2,2,2,2,3.48,3,3,2,3,2,3,3,3,2,2,29
19030001,190300,1,1,1,2,1,2,1,63,4,2,5,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,4,4,3,3,3,3,2,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2.761904762,4,4,1,1,1,4,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1.6,3,3,2,2,2,3,3,3,2,2,28
19030002,190300,2,1,1,2,1,2,2,59,4,2,2,2, ,1,1,6,4,2, , , , ,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,3,3,2,2,2,3,3,3,2,2,28
19050001,190500,1,1,1,2,1,2,1,74,2,2,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.44,3,3,2,3,2,3,3,2,1,1,32
19060001,190600,1,1,1,2,1,3,1,47,5,2,7,1,1,2,1,1,9,1,4,4,6,4,6,6,4,6,5.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,3,2,3,4,2,1,1,34
19060002,190600,2,1,1,2,1,3,2,46,5,2,5,1,1,2,1,6,4,1,4,4,6,4,6,6,4,6,5.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,3,2,3,4,2,2,1,33
19070001,190700,1,1,1,2,1,3,1,51,5,2,7,1,1,2,1,6,4,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,3,2,3,4,2,2,1,33
19070002,190700,2,1,1,2,1,3,2,44,4,2,1,2, ,2,1,5,5,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,4,2,3,3,2,2,1,32
19070003,190700,3,1,1,2,1,3,2,17,4,1,1,2, ,2,1,5,5,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,1,5,4,4,5,5,5,5,5,5,5,5,5,4.714285714,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4.8,3,4,2,4,2,3,4,2,2,2,33
19080001,190800,1,1,1,2,1,3,1,54,4,2,5,1,1,2,1,6,4,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,1,1,3,3,3,3,3,3,3,3,3,3,4,3.619047619,5,5,5,5,5,5,5,5,5,4,1,1,3,3,2,1,1,1,4,2,3,2,1,1,1,3.04,3,3,2,4,2,3,3,2,1,1,33
19080002,190800,2,1,1,2,1,3,2,53,4,2,5,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,1,1,3,3,3,3,3,3,3,3,3,3,4,3.619047619,5,5,5,5,5,5,5,5,5,4,1,1,3,3,2,1,1,1,4,2,3,2,1,1,1,3.04,3,3,2,4,2,3,3,2,1,1,33
19090001,190900,1,1,1,2,1,2,1,45,5,2,7,1,1,1,1,6,4,1,4,4,6,4,6,6,4,6,5.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,4,2,3,3,2,2,2,31
19090002,190900,2,1,1,2,1,2,2,44,5,2,5,1,1,1,1,6,4,1,4,4,6,4,6,6,4,6,5.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,2,3,4,2,1,1,33
19100001,191000,1,1,1,2,1,3,1,55,4,2,7,1,1,1,1,6,4,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,3,2,3,4,2,2,2,32
19110004,191100,4,1,1,2,1,2,1,51,5,1,6,1,1,1,1,6,4,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,3,3,3,3,2,2,2,30
19120002,191200,2,1,1,2,1,1,2,84,2,3,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,3,3,2,2,2,30
19130003,191300,3,1,1,2,1,3,1,37,5,1,5,1,1,1,1,5,5,1,4,4,6,4,6,6,4,6,5.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,3,2,3,4,2,2,2,32
19170003,191700,3,1,1,6,1,3,1,55,5,2,6,1,1,2,1,1,9,1,1,9,9,9,9,1,1,1,3,4,5,5,5,5,5,5,5,5,3,3,2,1,1,1,1,3,4,3,3,3,3.428571429,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,3,3,3,5,5,5,5,4,4,4,4.36,4,3,2,3,3,3,2,2,1,1,31
19170004,191700,4,1,1,6,1,3,2,52,5,2,6,1,1,2,1,2,8,1,2,9,9,9,8,1,1,1,2.75,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,4,4,4.714285714,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.96,4,4,1,4,1,4,2,1,1,1,38
19170005,191700,5,1,1,6,1,3,1,24,5,1,1,2, ,2,1,1,9,1,1,9,9,9,9,1,1,1,3,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,4.857142857,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,1,4,1,4,2,3,1,1,35
19200001,192000,1,1,1,6,1,3,1,66,3,2,6,1,1,2,1,2,8,1,1,9,9,9,9,1,1,1,3,2,5,3,2,3,5,4,4,5,1,3,3,1,1,1,1,1,1,1,1,1,2.333333333,5,5,5,5,5,5,5,3,5,5,5,2,4,3,1,1,1,1,1,1,1,1,1,1,1,2.92,3,3,2,4,2,3,3,2,1,1,33
