pid,hid,housenum,p20ans,p21ans,gender,year,age,school,school1,school2,mar,income1,med_income,income,job_yes,job2,job,job3,relig,ott_yes,ott_main,ott_freq,ott_weekday_min,ott_weekend_min,ott_min,sns_yes,sns_main,sns_weekday_min,sns_weekend_min,sns_min,sns_purpose,e_com_yes,e_com_freq,satis_1,satis_2,satis_3,satis,mental_1,mental_2,mental_3,mental_4,mental_5,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,neg_9,neg_10,esteem_1,esteem_2,esteem_3,esteem_4,esteem_5,esteem_6,esteem_7,esteem_8,esteem_9,esteem_10,esteem
23740004,237400,4,1,1,1,2008,13,2,1,1,1,1,0,1,2, ,0, ,2,1,10,3,30,30,60,2, , , ,0, ,2, ,5,4,5,4.67,5,4,4,4,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,4,4,3,1,1,27
23760001,237600,1,1,1,1,1980,41,5,4,5,2,8,325,6,1,1,1,31,2,1,10,3,120,120,240,1,12,5,10,15,1,1,3,6,7,6,6.33,6,6,5,6,6,6,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,2,4,4,3,1,1,30
23760002,237600,2,1,1,2,1980,41,5,4,5,2,1,0,1,2, ,0, ,2,1,10,5,30,30,60,1,12,10,10,20,2,1,3,6,5,6,5.67,6,6,5,5,6,6,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,3,2,4,4,3,1,1,29
23760003,237600,3,1,1,2,2008,13,3,2,1,1,1,0,1,2, ,0, ,2,1,10,1,90,120,210,1,15,10,10,20,2,2, ,6,5,5,5.33,6,5,5,5,5,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,1,3,4,3,1,1,30
23770001,237700,1,1,1,1,1958,63,4,3,5,2,8,325,6,1,3,3,79,2,1,10,4,20,30,50,2, , , ,0, ,2, ,5,5,6,5.33,6,5,5,6,5,6,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,3,2,3,3,4,1,1,26
23770002,237700,2,1,1,2,1960,61,4,3,5,2,1,0,1,2, ,0, ,2,1,10,5,30,30,60,2, , , ,0, ,1, ,5,4,6,5,5,6,4,5,4,5,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,3,4,3,3,1,3,26
23770003,237700,3,1,1,1,1987,34,6,5,5,1,9,375,6,1,1,1,32,2,1,10,4,60,60,120,1,2,5,10,15,1,1,12,5,4,5,4.67,6,5,5,4,5,5,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,4,4,3,4,4,1,1,25
23780001,237800,1,1,1,1,1941,80,3,2,5,2,5,175,4,1,3,3,52,2,1,10,4,50,120,170,2, , , ,0, ,2, ,5,5,6,5.33,4,4,5,5,4,5,5,4,2,3,3,2,2,2,1,1,1,2,2,2,2,1,4,3,2,2,1,3,3,3,2,2,25
23780002,237800,2,1,1,2,1946,75,4,3,5,2,1,0,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,5,5,6,5.33,4,5,5,4,5,6,5,5,4,3,2,4,2,2,1,1,2,2,1,2,2,2,3,3,1,4,2,3,3,3,1,1,28
23790001,237900,1,1,1,1,1965,56,4,3,5,2,8,325,6,1,3,3,85,1,1,10,1,150,150,300,2, , , ,0, ,1, ,5,6,6,5.67,5,6,5,5,5,6,7,6,3,2,3,3,3,2,2,1,2,2,2,1,2,2,4,3,1,3,2,3,3,4,1,1,27
23790002,237900,2,1,1,2,1965,56,4,3,5,2,1,0,1,2, ,0, ,1,1,10,1,90,90,180,2, , , ,0, ,1, ,6,5,6,5.67,6,5,5,5,6,7,6,6,3,2,2,2,2,1,1,2,2,1,2,2,1,2,4,3,1,3,2,3,4,3,1,1,29
23790003,237900,3,1,1,1,1992,29,5,4,5,1,7,275,5,1,1,1,31,1,1,8,1,150,150,300,1,15,30,30,60,1,1,36,6,6,5,5.67,6,6,5,5,5,6,6,6,3,2,2,3,2,2,1,1,2,2,1,2,2,1,4,4,1,3,2,4,4,3,1,1,31
23790004,237900,4,1,1,1,1994,27,5,4,5,1,6,225,5,1,1,1,31,1,1,1,1,120,120,240,1,15,30,30,60,1,1,24,6,5,5,5.33,6,6,5,5,6,6,6,6,3,2,2,2,2,2,1,1,2,2,1,1,2,2,4,4,1,3,2,4,3,3,1,1,30
23820001,238200,1,1,1,2,1948,73,2,1,5,3,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,5,6,5,5.33,5,4,5,5,5,6,6,6,2,1,2,2,3,3,3,2,3,3,2,3,2,2,3,2,2,4,3,2,3,3,2,1,23
23820002,238200,2,1,1,1,1978,43,5,4,5,1,7,275,5,1,1,1,31,2,1,10,3,30,50,80,1,2,20,30,50,2,1,10,4,4,3,3.67,3,4,4,3,2,4,4,5,2,2,1,2,2,2,1,1,2,2,2,1,1,2,3,3,1,2,2,3,3,2,1,1,27
23840001,238400,1,1,1,1,1952,69,2,1,5,2,5,175,4,1,3,3,42,2,1,10,4,50,50,100,2, , , ,0, ,2, ,4,4,3,3.67,3,3,4,3,2,3,3,4,2,2,1,1,1,1,2,2,1,1,2,2,2,3,3,3,1,3,2,2,3,3,3,1,24
23840002,238400,2,1,1,2,1955,66,2,1,5,2,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,4,4,3,3.67,4,3,3,4,4,4,4,3,2,1,1,2,2,2,1,1,2,2,1,1,2,2,3,3,1,2,3,4,3,2,1,1,27
23850001,238500,1,1,1,1,1949,72,2,1,5,2,3,75,3,1,1,1,94,2,2, , , , ,0,2, , , ,0, ,2, ,4,3,3,3.33,4,3,3,4,3,4,3,3,2,2,1,2,2,2,2,2,1,1,2,1,1,1,3,3,1,2,2,3,2,2,1,1,26
23850002,238500,2,1,1,2,1945,76,2,1,5,2,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,4,3,3,3.33,4,3,3,4,3,3,3,3,2,2,1,2,2,2,2,2,1,1,2,2,2,2,3,3,1,2,2,3,2,2,1,1,26
23860001,238600,1,1,1,1,1947,74,3,2,5,2,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,1, ,5,5,4,4.67,5,4,4,5,3,4,4,5,2,1,1,2,2,2,2,2,1,1,1,2,2,3,2,2,2,3,3,2,2,3,2,2,19
23860002,238600,2,1,1,2,1948,73,3,2,5,2,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,1, ,4,3,4,3.67,4,3,3,4,3,5,4,4,2,2,1,2,2,2,2,1,2,1,1,1,1,1,3,3,1,2,2,2,3,3,1,1,25
23860101,238601,1,1,1,1,1976,45,5,4,5,2,8,325,6,1,1,1,27,2,1,10,5,60,60,120,2, , , ,0, ,1,5,5,4,4,4.33,4,4,3,3,4,5,4,4,2,2,1,1,2,2,2,2,1,1,2,2,1,1,3,3,1,2,3,3,2,3,1,1,24
23860102,238601,2,1,1,2,1978,43,5,4,5,2,7,275,5,1,1,1,24,2,1,10,5,30,30,60,2, , , ,0, ,1, ,4,4,5,4.33,5,4,4,5,4,5,5,4,2,2,1,1,1,1,1,2,2,1,1,1,1,1,3,3,1,2,3,3,3,2,1,1,26
23870001,238700,1,0,1,1,1940,81,3,2,5,2,4,125,4,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,5,5,5,5,5,5,4,5,4,5,6,5,1,2,2,2,2,1,1,2,2,2,1,1,2,1,3,3,1,3,1,3,3,2,1,1,29
23870002,238700,2,0,1,2,1943,78,2,1,5,2,1,0,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,6,5,6,5.67,5,5,6,5,5,5,6,5,2,1,1,1,2,2,1,2,1,1,1,2,2,2,3,3,1,3,1,3,3,2,1,1,29
23910001,239100,1,1,1,2,1937,84,2,1,5,3,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,4,5,3,4,4,3,3,3,3,3,4,4,1,1,6,1,2,3,2,1,2,3,3,3,2,1,2,2,3,3,3,3,3,2,1,1,23
23920001,239200,1,1,1,2,1948,73,2,1,5,3,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,3,3,4,3.33,4,3,2,3,3,4,3,3,2,1,5,1,2,3,1,2,2,2,1,1,1,1,3,2,3,3,3,3,3,4,2,1,21
23930001,239300,1,0,1,1,1937,84,2,1,5,2,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,5,5,6,5.33,4,5,4,4,5,5,5,4,2,1,1,2,3,2,1,2,2,2,2,1,1,1,3,3,1,2,2,3,3,2,1,1,27
23930002,239300,2,0,1,2,1942,79,2,1,5,2,1,0,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,1, ,5,4,4,4.33,5,4,3,3,4,4,4,3,2,2,1,1,2,2,1,2,2,3,2,2,2,1,2,2,1,2,2,3,3,2,1,1,25
23930007,239300,7,0,1,1,1986,35,5,4,5,1,8,325,6,1,1,1,31,2,1,10,3,30,50,80,1,2,20,30,50,1,1,24,5,4,4,4.33,5,4,3,4,5,4,3,3,2,2,1,1,2,2,1,2,1,1,1,2,2,1,3,3,1,3,2,3,4,3,1,1,28
23940001,239400,1,1,1,1,1969,52,4,3,5,1,5,175,4,1,1,1,81,2,1,10,5,40,40,80,2, , , ,0, ,2, ,3,4,4,3.67,4,3,3,4,4,4,3,3,2,2,3,2,3,3,2,3,3,3,2,2,3,2,2,2,3,2,3,2,3,3,2,1,19
23940002,239400,2,1,1,2,1945,76,2,1,5,3,1,0,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,3,4,4,3.67,5,4,3,4,4,4,3,4,1,1,5,1,2,3,3,4,2,3,3,2,2,2,2,3,3,3,3,4,2,3,2,1,22
23960001,239600,1,1,1,1,1976,45,5,4,5,2,7,275,5,1,1,1,31,2,1,10,2,20,30,50,1,1,30,30,60,4,1, ,6,6,6,6,5,5,6,6,6,5,5,4,3,3,3,3,2,2,3,2,3,3,2,3,2,2,3,4,2,3,2,4,3,3,1,1,28
23960002,239600,2,1,1,2,1978,43,4,3,5,2,1,0,1,2, ,0, ,2,1,10,3,20,30,50,2, , , ,0, ,1,9,5,6,6,5.67,6,6,5,6,5,5,6,5,1,2,1,2,3,2,2,2,2,3,2,2,2,2,3,3,1,3,1,3,3,3,1,1,28
23960003,239600,3,1,1,1,2008,13,3,2,1,1,1,0,1,2, ,0, ,2,1,10,4,30,30,60,2, , , ,0, ,2, ,6,7,6,6.33,5,6,6,5,6,6,7,6,2,3,2,2,2,2,1,1,2,2,1,1,1,1,4,3,1,3,1,4,4,3,1,1,31
23970001,239700,1,1,1,1,1958,63,4,3,5,2,7,275,5,1,1,1,43,2,1,10,5,30,20,50,2, , , ,0, ,2, ,6,5,6,5.67,5,6,6,5,5,5,6,6,2,2,1,1,2,3,2,2,2,2,2,1,2,1,3,3,2,3,1,3,3,1,1,1,29
23970002,239700,2,1,1,2,1962,59,4,3,5,2,1,0,1,2, ,0, ,2,1,10,2,30,40,70,2, , , ,0, ,1,8,6,5,5,5.33,6,6,6,5,5,5,6,6,2,2,1,1,2,2,1,2,2,2,1,2,1,2,4,3,1,3,1,3,3,3,1,1,29
