pid,hid,housenum,p20ans,p21ans,gender,year,age,school,school1,school2,mar,income1,med_income,income,job_yes,job2,job,job3,relig,ott_yes,ott_main,ott_freq,ott_weekday_min,ott_weekend_min,ott_min,sns_yes,sns_main,sns_weekday_min,sns_weekend_min,sns_min,sns_purpose,e_com_yes,e_com_freq,satis_1,satis_2,satis_3,satis,mental_1,mental_2,mental_3,mental_4,mental_5,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,neg_9,neg_10,esteem_1,esteem_2,esteem_3,esteem_4,esteem_5,esteem_6,esteem_7,esteem_8,esteem_9,esteem_10,esteem
10450002,104500,2,1,1,2,1969,52,5,4,5,2,2,25,2,2, ,0, ,1,1,10,1,15,15,30,2, , , ,0, ,1,5,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,20
10450003,104500,3,1,1,1,2000,21,5,4,1,1,3,75,3,2, ,0, ,1,1,10,1,15,15,30,2, , , ,0, ,1,10,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,20
10470001,104700,1,1,1,1,1976,45,4,3,5,1,7,275,5,1,1,1,86,2,1,10,2,60,60,120,2, , , ,0, ,1,24,6,5,5,5.33,6,6,5,5,5,5,6,5,3,2,3,3,2,2,1,1,2,3,2,3,1,2,2,2,1,2,2,3,2,3,1,1,23
10480001,104800,1,1,1,1,1964,57,4,3,5,2,7,275,5,1,1,1,76,2,1,10,6,20,30,50,2, , , ,0, ,1,3,6,5,6,5.67,6,5,6,5,5,6,5,6,2,1,1,2,3,4,4,4,3,3,3,2,2,2,4,3,1,3,3,3,3,1,2,1,28
10480002,104800,2,1,1,2,1972,49,4,3,5,2,1,0,1,2, ,0, ,2,1,10,4,40,50,90,2, , , ,0, ,1,11,5,6,6,5.67,6,5,6,5,5,6,6,6,2,1,2,1,3,4,1,2,2,2,1,2,1,1,3,4,1,3,1,3,3,2,1,1,30
10480003,104800,3,1,1,2,1995,26,5,4,5,1,6,225,5,1,1,1,31,2,1,10,4,20,90,110,1,15,30,30,60,1,1,11,6,6,5,5.67,6,5,5,6,5,6,6,5,2,2,1,1,2,2,2,1,2,1,1,1,2,1,3,3,1,3,2,3,3,2,1,1,28
10480004,104800,4,1,1,1,1999,22,5,4,1,1,1,0,1,2, ,0, ,2,1,10,4,30,100,130,1,2,30,40,70,2,1,7,6,6,5,5.67,5,6,6,6,5,6,7,6,1,2,2,1,2,2,1,2,1,2,2,2,1,2,3,3,1,3,2,2,3,3,2,2,24
10490001,104900,1,1,1,1,1976,45,5,4,5,2,11,475,7,1,1,1,27,2,1,10,4,30,40,70,1,1,40,30,70,2,1, ,6,6,6,6,6,5,5,6,5,6,6,5,2,1,1,2,2,2,2,1,2,1,1,1,2,1,3,3,1,3,1,3,3,3,1,1,28
10490002,104900,2,1,1,2,1977,44,4,3,5,2,1,0,1,2, ,0, ,2,1,10,1,50,40,90,2, , , ,0, ,1,10,5,6,6,5.67,6,5,6,6,6,5,6,6,1,1,1,1,2,2,2,1,2,1,2,1,1,2,3,3,1,3,1,3,3,1,1,1,30
10490003,104900,3,1,1,2,2006,15,3,2,1,1,1,0,1,2, ,0, ,2,1,10,3,40,30,70,1,1,40,50,90,2,2, ,6,6,6,6,6,5,6,5,5,6,6,6,2,2,2,1,2,2,2,1,1,1,2,2,2,1,3,3,1,3,1,3,3,3,1,1,28
10530001,105300,1,1,1,2,1988,33,5,4,5,1,8,325,6,1,1,1,31,2,1,10,6,30,60,90,2, , , ,0, ,1,7,6,6,7,6.33,6,6,5,6,6,5,6,6,6,5,5,5,3,2,2,2,1,1,1,2,2,1,3,4,2,3,2,4,3,3,1,1,28
10530002,105300,2,1,1,1,1960,61,4,3,5,2,6,225,5,1,1,1,42,2,1,1,5,60,120,180,2, , , ,0, ,2, ,5,6,6,5.67,6,6,5,5,6,5,6,6,6,4,2,2,2,3,3,2,2,1,1,2,2,2,3,3,2,2,1,2,3,3,2,2,23
10530003,105300,3,1,1,2,1964,57,4,3,5,2,5,175,4,1,1,1,44,2,1,10,6,60,120,180,2, , , ,0, ,1,2,6,6,7,6.33,6,6,6,5,5,5,5,6,6,5,5,6,3,3,4,4,3,3,3,4,4,3,3,3,4,4,3,3,4,3,3,3,21
10540001,105400,1,1,1,1,1982,39,5,4,5,2,9,375,6,1,1,1,41,2,1,10,3,60,110,170,1,2,10,20,30,1,1,24,6,7,7,6.67,7,6,7,6,6,5,5,6,3,2,2,2,2,2,1,1,2,2,2,2,1,1,3,4,3,2,2,3,3,3,1,2,24
10540002,105400,2,1,1,2,1984,37,5,4,5,2,7,275,5,1,1,1,25,1,1,10,3,60,110,170,1,15,30,60,90,1,1,5,6,7,7,6.67,6,6,7,6,6,6,6,5,5,6,6,6,2,1,1,2,2,2,1,1,1,1,4,3,3,3,2,4,3,4,1,1,26
10550001,105500,1,1,1,1,1974,47,4,3,5,2,6,225,5,1,1,1,91,1,1,10,5,80,140,220,1,2,10,30,40,1,1, ,6,5,6,5.67,6,6,6,5,5,5,6,6,5,5,6,6,3,2,1,3,2,4,3,3,2,3,3,4,1,3,2,4,3,3,1,1,29
10550002,105500,2,1,1,2,1980,41,4,3,5,2,1,0,1,2, ,0, ,1,1,10,5,90,140,230,1,2,10,20,30,1,1,6,6,6,6,6,6,6,5,6,6,6,6,6,5,5,5,5,2,3,2,3,3,2,2,2,3,2,3,4,1,3,2,3,3,3,1,1,28
10550003,105500,3,1,1,1,2004,17,4,3,1,1,1,0,1,2, ,0, ,1,1,10,3,80,160,240,1,1,30,50,80,1,2, ,5,6,6,5.67,5,4,4,5,5,6,6,6,4,3,4,4,2,3,2,3,3,3,2,2,2,2,3,4,1,3,2,3,3,4,2,2,25
10550004,105500,4,1,1,1,2006,15,3,2,1,1,1,0,1,2, ,0, ,2,1,10,5,60,120,180,1,1,30,30,60,1,2, ,5,6,6,5.67,5,6,6,5,5,6,6,5,3,4,3,3,3,4,3,2,2,3,3,2,2,2,3,4,1,3,2,3,3,3,1,2,27
10560001,105600,1,1,1,1,1950,71,3,2,5,2,4,125,4,2, ,0, ,2,1,10,6,60,110,170,2, , , ,0, ,2, ,4,5,5,4.67,5,5,4,4,4,5,5,5,3,2,2,3,2,3,2,3,1,3,2,1,1,1,3,4,1,3,2,3,3,2,1,1,29
10560002,105600,2,1,1,2,1953,68,3,2,5,2,2,25,2,2, ,0, ,2,1,10,5,20,30,50,2, , , ,0, ,1,2,5,5,6,5.33,5,5,6,5,5,5,5,5,3,2,3,3,3,3,2,2,2,4,3,3,2,2,3,3,1,3,2,4,3,3,2,1,27
10560003,105600,3,1,1,1,1977,44,5,4,5,1,6,225,5,1,1,1,31,2,1,10,5,65,120,185,1,15,10,20,30,1,1,6,5,5,5,5,5,4,4,5,5,5,5,5,3,2,2,2,3,2,3,3,4,3,3,2,2,2,3,3,1,3,2,4,3,3,2,2,26
10570001,105700,1,1,1,1,1958,63,4,3,5,2,6,225,5,1,1,1,52,2,1,10,2,50,140,190,2, , , ,0, ,2, ,5,5,5,5,5,5,5,4,4,6,6,5,3,2,2,2,3,3,3,2,2,2,3,3,2,2,3,4,2,3,1,3,3,3,1,1,28
10570002,105700,2,1,1,2,1963,58,4,3,5,2,6,225,5,1,1,1,52,2,1,10,2,40,80,120,2, , , ,0, ,1,8,5,5,5,5,6,5,5,4,4,5,6,5,3,2,2,2,2,3,3,2,1,3,3,2,2,2,3,4,1,3,3,2,3,3,2,1,25
10570004,105700,4,1,1,2,1991,30,5,4,5,1,6,225,5,1,1,1,31,2,1,10,2,30,80,110,1,15,30,30,60,1,1,10,6,6,6,6,6,5,4,2,3,5,5,5,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,4,2,3,1,3,3,2,1,1,29
10580001,105800,1,1,1,1,1959,62,4,3,5,2,5,175,4,1,1,1,93,2,1,10,5,60,140,200,2, , , ,0, ,2, ,5,6,6,5.67,5,6,5,5,5,6,6,6,2,2,3,3,3,2,2,2,1,1,1,2,2,2,3,4,1,3,2,3,1,1,1,1,28
10580002,105800,2,1,1,2,1967,54,4,3,5,2,1,0,1,2, ,0, ,2,1,10,5,60,120,180,2, , , ,0, ,1,5,4,5,5,4.67,5,5,4,4,4,6,6,6,3,2,2,2,2,2,1,1,3,2,2,1,1,1,3,3,1,3,1,3,3,3,1,1,28
10580003,105800,3,1,1,1,1995,26,5,4,5,1,6,225,5,1,1,1,31,2,1,10,6,60,150,210,2, , , ,0, ,1,5,6,5,6,5.67,4,6,6,5,5,5,6,6,3,2,2,2,2,3,2,2,3,1,1,2,2,2,2,3,1,2,2,1,1,1,1,1,23
10580004,105800,4,1,1,1,1996,25,5,4,5,1,3,75,3,1,1,1,52,2,1,10,4,60,210,270,1,1,30,60,90,1,1,3,5,6,6,5.67,5,6,6,5,5,5,6,5,3,2,2,2,2,2,1,1,2,2,1,1,2,2,3,2,1,3,1,3,3,3,1,1,27
10600001,106000,1,1,1,1,1955,66,4,3,5,2,8,325,6,1,2,2,52,2,1,10,1,60,90,150,2, , , ,0, ,2, ,6,7,6,6.33,5,7,7,6,5,5,5,6,2,2,1,1,1,1,2,1,1,1,1,1,1,1,3,4,1,4,2,3,4,2,2,1,30
10600002,106000,2,1,1,2,1958,63,4,3,5,2,6,225,5,1,4,4,52,2,1,10,1,40,100,140,1,16,30,50,80,1,1,12,7,7,5,6.33,6,6,7,6,7,7,7,6,1,1,1,1,2,2,1,1,1,2,1,2,2,1,3,4,2,3,1,3,4,2,2,1,29
10610001,106100,1,1,1,1,1940,81,4,3,5,2,3,75,3,2, ,0, ,1,1,10,4,40,60,100,2, , , ,0, ,2, ,6,6,5,5.67,5,6,6,5,6,5,5,6,1,1,2,1,2,2,1,1,2,1,2,2,1,1,3,3,1,3,2,3,3,2,1,1,28
10610002,106100,2,1,1,2,1946,75,3,2,5,2,2,25,2,2, ,0, ,1,1,10,1,90,120,210,2, , , ,0, ,2, ,6,6,5,5.67,7,6,6,7,6,7,7,7,1,1,1,1,2,2,1,2,1,1,1,2,1,2,3,3,1,4,1,3,3,1,2,1,30
10620001,106200,1,1,1,1,1948,73,4,3,5,2,6,225,5,1,1,1,91,2,1,10,1,80,80,160,2, , , ,0, ,2, ,7,7,7,7,6,6,5,6,6,7,7,6,1,1,2,1,1,1,1,2,1,1,1,1,1,1,4,4,1,3,1,4,4,3,1,2,31
10620002,106200,2,1,1,2,1949,72,3,2,5,2,1,0,1,2, ,0, ,2,1,10,1,40,40,80,1,16,10,20,30,3,1, ,6,6,6,6,7,7,7,7,7,6,7,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,4,1,3,3,1,1,1,32
10630001,106300,1,1,1,1,1950,71,4,3,5,2,6,225,5,1,3,3,43,2,2, , , , ,0,2, , , ,0, ,2, ,4,4,4,4,6,6,6,6,5,4,4,4,4,2,1,2,3,3,2,2,1,1,1,1,1,1,3,3,1,3,1,3,3,2,1,1,29
10630002,106300,2,1,1,2,1954,67,4,3,5,2,1,0,1,2, ,0, ,1,1,10,1,150,120,270,1,12,60,60,120,1,1, ,5,5,5,5,5,5,5,6,5,5,5,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,3,4,3,3,3,3,4,2,1,22
10650001,106500,1,1,1,1,1977,44,5,4,5,2,12,525,8,1,1,1,51,2,1,8,4,120,180,300,1,15,60,120,180,2,1,8,7,6,6,6.33,6,6,6,5,5,6,6,6,1,1,1,1,1,1,2,1,1,1,1,2,3,2,3,2,1,3,2,3,2,2,1,1,26
10650002,106500,2,1,1,2,1977,44,4,3,5,2,10,425,7,1,1,1,31,2,1,8,5,90,180,270,1,2,60,60,120,1,1,60,6,6,6,6,6,6,6,5,5,7,6,6,3,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,1,3,1,3,3,1,1,1,31
10660001,106600,1,1,1,1,1977,44,5,4,5,2,10,425,7,1,3,3,27,2,1,10,2,120,120,240,1,2,10,20,30,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,2,2,2,25
10660002,106600,2,1,1,2,1978,43,5,4,5,2,9,375,6,1,1,1,31,2,1,10,2,90,120,210,1,15,150,150,300,2,1,24,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20
10670001,106700,1,1,1,1,1959,62,6,5,5,2,7,275,5,1,1,1,31,1,1,10,1,30,30,60,2, , , ,0, ,2, ,3,3,2,2.67,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,20
10670002,106700,2,1,1,2,1956,65,4,3,5,2,1,0,1,2, ,0, ,1,1,10,2,60,60,120,2, , , ,0, ,1,2,6,6,6,6,6,6,5,5,6,6,5,5,6,6,6,6,3,1,1,4,1,1,1,1,1,1,4,4,2,4,2,4,4,2,4,2,28
10670003,106700,3,1,1,2,1992,29,5,4,5,1,5,175,4,1,1,1,31,1,1,10,1,120,20,140,1,15,120,0,120,3,1,10,5,3,4,4,3,4,2,2,2,6,6,6,6,6,6,4,4,3,2,2,1,1,1,1,1,1,3,3,2,3,3,2,2,2,2,2,22
10670004,106700,4,1,1,2,1994,27,5,4,5,1,6,225,5,1,1,1,31,1,1,10,1,120,120,240,1,15,60,60,120,1,1,10,4,4,4,4,4,4,4,5,4,5,4,4,5,5,5,4,3,2,3,3,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,22
10670005,106700,5,1,1,1,1996,25,5,4,3,1,3,75,3,2, ,0, ,1,1,10,1,120,270,390,1,15,60,120,180,2,1,36,4,5,4,4.33,3,3,3,3,2,5,5,3,4,4,4,4,2,2,2,1,2,3,1,1,1,1,3,2,1,2,2,2,2,2,1,2,23
10680001,106800,1,1,1,1,1976,45,5,4,5,2,10,425,7,1,1,1,31,2,1,10,2,60,120,180,1,15,30,120,150,1,1,12,7,6,6,6.33,6,7,6,6,6,6,5,4,1,2,2,1,2,1,2,1,2,2,2,2,2,2,3,3,1,3,1,3,3,2,1,1,29
10680002,106800,2,1,1,2,1976,45,4,3,5,2,1,0,1,2, ,0, ,2,1,10,1,180,180,360,1,12,20,0,20,2,1,120,6,6,5,5.67,6,6,6,6,4,6,7,6,1,1,1,2,1,1,1,1,1,2,2,2,2,2,3,3,1,3,1,3,3,1,1,1,30
10680003,106800,3,1,1,1,2006,15,3,2,1,1,1,0,1,2, ,0, ,2,1,10,1,100,100,200,1,2,90,120,210,2,2, ,6,6,6,6,6,6,6,6,6,6,5,6,2,1,1,1,2,2,1,1,1,2,3,2,2,2,3,3,1,3,1,3,3,3,1,1,28
10680004,106800,4,1,1,2,2008,13,3,2,1,1,1,0,1,2, ,0, ,2,1,10,2,40,40,80,1,16,60,60,120,1,2, ,7,7,6,6.67,7,6,6,6,5,6,6,6,1,1,3,2,2,2,1,1,1,2,3,2,2,2,3,3,1,3,1,3,3,3,1,1,28
10690002,106900,2,1,1,2,1976,45,4,3,5,2,1,0,1,2, ,0, ,1,1,8,2,120,120,240,1,15,40,40,80,1,1,96,6,6,6,6,6,5,5,6,5,7,7,6,1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,3,1,3,1,3,3,1,1,1,30
10690003,106900,3,1,1,1,2004,17,4,3,1,1,1,0,1,2, ,0, ,1,1,10,1,60,60,120,1,2,60,60,120,2,2, ,7,6,7,6.67,7,6,6,6,6,6,5,5,1,2,1,1,2,2,1,1,1,2,2,2,2,2,3,3,1,3,1,2,2,2,2,1,26
10690004,106900,4,1,1,1,2006,15,3,2,1,1,1,0,1,2, ,0, ,1,1,10,1,60,90,150,1,16,30,30,60,1,2, ,7,6,6,6.33,6,6,6,6,6,6,5,5,1,1,1,1,2,2,1,1,1,2,2,2,2,2,3,3,1,3,3,3,3,3,1,1,26
10700001,107000,1,1,1,1,1935,86,4,3,5,2,3,75,3,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,5,5,5,5,6,6,6,5,5,5,5,5,1,1,4,2,2,2,2,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,2,2,22
10700002,107000,2,1,1,2,1937,84,2,1,5,2,2,25,2,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,2, ,4,4,3,3.67,4,4,3,3,3,5,3,5,1,1,1,1,3,2,2,3,2,2,1,1,2,2,3,3,1,3,2,3,3,3,2,2,25
10710001,107100,1,1,1,1,1944,77,3,2,5,4,3,75,3,1,1,1,91,2,2, , , , ,0,2, , , ,0, ,2, ,5,5,5,5,5,5,4,3,4,4,4,5,1,1,1,3,3,3,2,2,1,2,2,1,1,1,2,3,1,3,3,3,2,2,2,2,23
10720001,107200,1,0,1,1,1980,41,5,4,5,2,10,425,7,1,1,1,32,2,1,10,3,40,40,80,2, , , ,0, ,2, ,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,22
10720002,107200,2,0,1,2,1983,38,5,4,5,2,1,0,1,2, ,0, ,2,1,10,2,90,90,180,1,15,150,150,300,2,1,24,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20
10720003,107200,3,0,1,2,1981,40,6,5,5,1,10,425,7,1,1,1,31,2,1,10,1,120,270,390,2, , , ,0, ,1,24,4,4,4,4,6,5,5,5,5,4,5,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,23
10730001,107300,1,1,1,1,1982,39,5,4,5,2,10,425,7,1,1,1,23,1,1,9,5,60,120,180,1,2,20,60,80,2,1,48,6,6,6,6,5,6,5,5,5,6,5,6,3,2,1,1,1,2,1,1,1,2,2,1,1,1,3,3,1,2,1,2,3,2,1,1,27
10730002,107300,2,1,1,2,1983,38,6,5,5,2,10,425,7,1,1,1,13,2,1,8,5,120,180,300,1,2,30,30,60,2,1,120,6,5,6,5.67,5,5,5,5,5,6,5,6,1,1,1,1,2,2,2,1,1,2,1,1,1,1,3,3,1,2,1,3,3,2,1,1,28
10740001,107400,1,1,1,1,1975,46,5,4,5,2,10,425,7,1,1,1,51,2,1,10,5,60,60,120,1,15,60,120,180,2,1,120,7,6,6,6.33,7,6,5,5,6,7,7,6,1,1,2,1,1,2,1,1,2,1,1,2,1,1,3,3,1,2,1,3,4,2,1,2,28
10740002,107400,2,1,1,2,1975,46,4,3,5,2,1,0,1,2, ,0, ,2,1,10,1,60,60,120,1,2,60,60,120,1,1,120,6,6,6,6,6,5,6,5,5,7,6,6,3,1,1,1,2,2,2,1,1,1,1,1,1,1,3,3,1,2,1,3,3,2,1,1,28
10750001,107500,1,1,1,1,1966,55,5,4,5,2,10,425,7,1,1,1,51,2,1,8,4,60,150,210,1,12,60,90,150,2,1,12,6,6,6,6,6,6,7,6,5,6,7,6,4,2,1,1,1,1,1,1,2,2,1,1,1,1,3,3,1,2,1,4,3,2,1,2,28
10750002,107500,2,1,1,2,1968,53,5,4,5,2,8,325,6,1,1,1,25,1,1,10,5,40,40,80,1,16,20,30,50,1,1,96,6,7,6,6.33,6,6,6,6,6,6,6,6,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,4,3,2,1,1,28
10750003,107500,3,1,1,2,1995,26,5,4,5,1,1,0,1,2, ,0, ,1,1,10,4,120,120,240,1,2,60,60,120,2,1,12,6,7,6,6.33,6,6,6,6,6,7,7,7,4,3,1,1,2,1,2,1,1,1,1,1,1,1,3,3,1,3,1,3,3,3,3,3,24
10750004,107500,4,1,1,1,1998,23,5,4,1,1,1,0,1,2, ,0, ,1,1,8,5,30,60,90,1,2,30,30,60,1,1,5,6,7,6,6.33,6,6,6,6,6,6,6,6,2,3,1,1,1,2,1,2,2,1,2,2,2,2,3,4,1,4,1,4,3,3,1,1,31
10760001,107600,1,1,1,1,1972,49,4,3,5,2,9,375,6,1,1,1,85,2,1,10,5,20,0,20,1,12,10,10,20,1,1,144,6,6,6,6,6,6,6,6,6,6,6,5,4,4,1,2,1,1,1,1,1,1,1,1,1,1,3,3,1,3,2,3,3,2,1,1,28
10760002,107600,2,1,1,2,1975,46,4,3,5,2,1,0,1,2, ,0, ,2,1,10,2,30,30,60,1,12,3,5,8,1,1,24,4,5,5,4.67,5,5,5,4,4,5,5,3,3,2,4,2,3,2,2,2,2,2,2,2,2,2,3,3,1,2,2,2,2,3,1,1,24
10760004,107600,4,1,1,1,2003,18,4,3,1,1,1,0,1,2, ,0, ,2,1,10,2,90,220,310,1,15,60,60,120,2,1,5,4,4,4,4,3,4,4,3,4,5,5,3,4,2,3,3,3,3,2,2,3,3,3,2,3,3,2,2,2,2,3,2,2,1,2,2,20
10760005,107600,5,1,1,1,2006,15,3,2,1,1,1,0,1,2, ,0, ,2,1,10,2,30,60,90,2, , , ,0, ,2, ,3,4,3,3.33,4,3,4,3,3,5,5,4,3,3,4,2,3,3,3,2,3,3,3,2,3,2,2,3,2,2,2,3,3,2,1,1,25
10780001,107800,1,1,1,1,1952,69,5,4,5,2,7,275,5,1,1,1,86,1,1,10,5,20,20,40,2, , , ,0, ,1,2,5,5,4,4.67,4,4,5,4,2,5,5,4,3,4,5,5,3,3,3,2,2,2,2,2,3,1,2,2,1,2,2,3,3,2,2,2,23
10780002,107800,2,1,1,2,1950,71,5,4,5,2,1,0,1,2, ,0, ,1,1,9,2,60,60,120,1,2,60,60,120,1,1,6,6,6,4,5.33,4,4,5,4,3,5,5,4,3,4,5,5,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,3,2,1,2,24
10790001,107900,1,1,1,1,1974,47,4,3,5,2,7,275,5,1,3,3,15,1,1,6,5,60,120,180,1,2,10,0,10,2,1, ,6,6,6,6,5,5,6,6,6,6,6,6,4,4,3,2,1,1,1,1,1,1,1,1,1,1,3,3,1,3,2,4,4,4,1,2,27
10790002,107900,2,1,1,2,1976,45,4,3,5,2,1,0,1,2, ,0, ,1,1,1,5,0,180,180,2, , , ,0, ,1,2,5,5,5,5,6,6,6,5,5,6,5,5,4,4,3,5,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,3,3,2,1,1,27
10790004,107900,4,1,1,1,2005,16,4,3,1,1,1,0,1,2, ,0, ,2,1,8,7,0,300,300,1,2,3,0,3,1,2, ,7,7,7,7,5,7,7,7,7,7,7,7,3,2,1,1,2,1,1,1,1,2,1,1,1,1,3,3,2,3,2,4,4,4,1,1,27
10800001,108000,1,1,1,2,1941,80,3,2,3,3,2,25,2,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,7,7,7,7,6,6,6,7,6,5,4,7,5,4,4,4,1,2,1,1,1,1,1,1,1,1,4,4,1,4,1,4,3,1,1,1,34
10810002,108100,2,1,1,2,1966,55,4,3,5,4,1,0,1,2, ,0, ,2,2, , , , ,0,2, , , ,0, ,1,10,3,2,2,2.33,2,1,2,1,1,3,3,4,5,4,6,3,3,4,3,3,3,3,3,3,3,4,3,2,3,2,3,2,2,3,3,2,17
10820001,108200,1,1,1,2,1937,84,2,1,5,3,2,25,2,2, ,0, ,1,2, , , , ,0,2, , , ,0, ,2, ,5,5,5,5,4,3,3,3,2,3,3,5,2,2,4,2,2,3,2,2,2,2,2,2,2,1,3,3,2,2,2,4,3,3,1,2,25
10830001,108300,1,1,1,1,1988,33,4,3,5,2,6,225,5,1,1,1,43,2,1,10,1,240,420,660,2, , , ,0, ,2, ,5,6,6,5.67,4,3,6,4,1,6,4,4,6,5,2,6,2,1,1,1,1,1,1,1,1,1,3,2,1,4,2,2,2,3,2,2,23
10830002,108300,2,1,1,2,1988,33,4,3,5,2,1,0,1,2, ,0, ,2,1,10,1,60,60,120,2, , , ,0, ,1,36,5,5,5,5,4,3,5,4,1,6,6,6,5,4,5,4,3,1,1,1,1,1,1,1,1,1,4,4,1,4,1,3,3,1,1,1,33
10830003,108300,3,1,1,2,2006,15,3,2,1,1,1,0,1,2, ,0, ,2,1,10,1,240,360,600,2, , , ,0, ,2, ,5,4,3,4,4,5,6,4,3,6,6,4,4,1,3,3,3,1,1,1,2,2,3,2,3,2,4,4,1,4,2,4,4,2,1,2,32
10850001,108500,1,1,1,1,1964,57,4,3,5,2,6,225,5,1,1,1,24,1,1,8,1,60,120,180,1,16,90,120,210,2,1,5,6,7,6,6.33,6,5,5,4,4,6,6,6,2,1,1,1,1,2,1,1,2,1,1,1,1,1,3,4,1,2,3,2,3,3,3,3,21
10850002,108500,2,1,1,2,1966,55,5,4,5,2,7,275,5,1,1,1,25,1,1,10,1,60,60,120,1,12,120,60,180,2,1,60,6,6,6,6,6,6,6,5,5,7,7,7,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,1,4,1,4,4,4,1,1,32
10850003,108500,3,1,1,2,1997,24,5,4,1,1,1,0,1,2, ,0, ,1,1,10,5,150,180,330,1,2,90,120,210,2,1,8,4,4,4,4,6,6,6,6,6,6,5,4,1,1,1,2,2,1,2,1,1,1,2,1,1,1,3,3,1,3,1,3,3,3,1,3,26
10850004,108500,4,1,1,2,2000,21,5,4,1,1,1,0,1,2, ,0, ,1,1,9,4,60,150,210,1,2,150,180,330,1,1,24,6,6,6,6,5,7,6,5,5,5,5,5,1,1,2,1,1,1,1,1,2,2,1,1,2,1,3,4,1,3,1,4,3,3,1,1,30
10850005,108500,5,1,1,1,2003,18,4,3,1,1,1,0,1,2, ,0, ,1,1,10,1,60,60,120,1,15,90,120,210,2,1,3,5,5,5,5,5,6,5,5,5,6,5,5,1,1,1,2,1,2,1,1,2,2,2,2,2,2,3,3,2,2,2,3,2,3,2,2,22
10860001,108600,1,1,1,1,1962,59,4,3,5,2,5,175,4,1,1,1,72,1,1,10,1,30,30,60,1,16,0,50,50,2,2, ,6,5,5,5.33,5,6,5,5,5,5,5,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,2,3,3,3,1,1,24
10860002,108600,2,1,1,2,1967,54,4,3,5,2,1,0,1,2, ,0, ,2,1,10,1,30,30,60,1,16,30,30,60,1,1,24,5,6,5,5.33,5,6,5,5,5,6,6,6,2,1,3,2,1,1,1,1,1,1,2,2,1,2,3,2,1,2,1,3,2,3,2,1,24
10860003,108600,3,1,1,2,1989,32,4,3,5,1,4,125,4,1,1,1,31,2,1,8,1,90,150,240,1,15,60,90,150,1,1,24,6,5,6,5.67,6,5,6,6,5,6,6,5,1,1,1,2,3,1,2,1,2,1,1,1,1,1,3,3,1,3,1,3,3,3,1,1,28
10870001,108700,1,0,1,1,1967,54,5,4,5,2,12,525,8,1,1,1,25,2,1,10,3,90,90,180,2, , , ,0, ,2, ,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,2,3,3,3,1,1,27
10870002,108700,2,1,1,2,1973,48,4,3,5,2,6,225,5,1,1,1,31,1,1,8,1,60,60,120,1,16,40,40,80,2,1,24,5,6,5,5.33,5,6,5,5,5,5,6,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,3,3,3,1,1,28
10870003,108700,3,1,1,1,1999,22,5,4,1,1,1,0,1,2, ,0, ,1,1,8,5,90,120,210,1,2,60,60,120,1,1,6,5,6,5,5.33,5,6,6,5,5,6,5,4,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,3,1,3,1,4,3,3,1,1,28
