pid,hid,housenum,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21relig1,ott_score_21,sns_score_21,pc_ability_21,smart_ability_21,esteem_21,ott_score_20,sns_score_20,pc_ability_20,smart_ability_20,esteem_20,ott_change,sns_change,pc_change,smart_change,esteem_change
28850002,288500,2,2,52,4,2,4,1,2,6,0,4.714285714,4.68,40,5,0,3.619047619,3.72,39,1,0,1.095238095,0.96,0.1
28890001,288900,1,1,73,2,2,4,1,1,0,0,1,1.44,40,0,0,1,1.48,39,0,0,0,-0.04,0.1
28890002,288900,2,2,73,3,2,2,2,1,0,0,1,1.44,39,0,0,1,1.32,39,0,0,0,0.12,0
28900001,289000,1,1,83,2,2,6,1,1,8,0,5,4.8,27,0,0,1,1,29,8,0,4,3.8,-0.2
28900002,289000,2,2,57,4,2,7,1,2,9,2.75,5,5,32,0,0,1.761904762,2,30,9,2.75,3.238095238,3,0.2
28930001,289300,1,1,49,5,2,10,1,2,9,0,2.857142857,3.16,25,0,0,5,5,24,9,0,-2.142857143,-1.84,0.1
28930002,289300,2,2,45,5,2,1,2,2,0,0,3.095238095,2.88,27,0,0,3.285714286,3.36,25,0,0,-0.190476191,-0.48,0.2
28930003,289300,3,2,18,4,1,1,2,2,0,0,2.904761905,3.12,26,0,0,2.904761905,4,23,0,0,0,-0.88,0.3
28930004,289300,4,1,15,3,1,1,2,2,0,0,2.904761905,2.96,25,0,0,3.428571429,4,27,0,0,-0.523809524,-1.04,-0.2
28940001,289400,1,1,47,4,1,8,1,1,9,8.25,3.904761905,3.64,35,8,5,4.142857143,3.92,29,1,3.25,-0.238095238,-0.28,0.6
28950001,289500,1,1,49,5,2,18,1,2,9,2.75,4.428571429,4.68,32,5,2.75,4.523809524,4.76,34,4,0,-0.095238095,-0.08,-0.2
28950002,289500,2,2,44,5,2,1,2,2,5,3.5,5,5,35,0,3,4.476190476,4.84,35,5,0.5,0.523809524,0.16,0
28960001,289600,1,1,64,2,3,5,1,2,7,0,2.19047619,2.56,30,7,0,2.619047619,3.08,31,0,0,-0.428571429,-0.52,-0.1
28960002,289600,2,1,38,5,1,5,1,2,9,9,5,4.28,34,9,7.5,3.952380952,3.68,31,0,1.5,1.047619048,0.6,0.3
28990001,289900,1,1,43,5,2,9,1,2,9,0,4.238095238,4.16,36,8,0,3.047619048,3.24,32,1,0,1.19047619,0.92,0.4
28990002,289900,2,2,43,4,2,9,1,2,7,0,3.80952381,3.52,36,8,0,3.761904762,3.32,33,-1,0,0.047619048,0.2,0.3
29000001,290000,1,1,85,2,2,2,2,2,0,0,1,1,25,0,0,1,1,25,0,0,0,0,0
29000002,290000,2,2,87,2,2,2,2,2,0,0,1,1,31,0,0,1,1,31,0,0,0,0,0
29010001,290100,1,1,51,5,2,6,1,2,5,4,5,5,33,3,2.25,5,5,25,2,1.75,0,0,0.8
29010002,290100,2,2,44,5,2,7,1,2,3,4,5,5,30,5,0,5,5,32,-2,4,0,0,-0.2
29010003,290100,3,2,19,5,1,1,2,2,9,6.75,5,5,27,9,6.75,5,5,32,0,0,0,0,-0.5
29020001,290200,1,2,81,2,3,2,2,2,0,0,1,1.12,24,0,0,1,1.12,24,0,0,0,0,0
29040001,290400,1,2,70,2,3,2,2,2,0,0,1,1.08,21,0,0,1,1.16,23,0,0,0,-0.08,-0.2
29100001,291000,1,2,54,5,2,5,1,1,6,0,2.714285714,3.32,25,5,0,2.714285714,2.6,29,1,0,0,0.72,-0.4
29100002,291000,2,2,29,5,1,6,1,2,8,2,4.047619048,4.28,34,9,7.5,4.19047619,4.92,30,-1,-5.5,-0.142857142,-0.64,0.4
29100003,291000,3,1,64,4,2,2,1,2,8,0,2,2.48,22,5,1.5,1.380952381,2,19,3,-1.5,0.619047619,0.48,0.3
29100004,291000,4,1,27,5,1,8,1,2,6,0,4.047619048,4.16,31,9,2,4.952380952,5,29,-3,-2,-0.904761904,-0.84,0.2
29170001,291700,1,1,52,5,2,14,1,1,9,3.25,3.19047619,2.56,25,9,0,3.19047619,3.32,27,0,3.25,0,-0.76,-0.2
29170002,291700,2,2,48,5,2,5,1,1,0,4.5,3.285714286,3.48,26,0,0,1.904761905,1.6,27,0,4.5,1.380952381,1.88,-0.1
29170003,291700,3,2,25,6,1,3,2,2,8,4.5,4.047619048,4.4,35,9,2.75,4.285714286,3.96,35,-1,1.75,-0.238095238,0.44,0
29170004,291700,4,2,22,5,1,1,2,2,7,2,4.476190476,4.4,35,9,2,4.380952381,3.36,34,-2,0,0.095238095,1.04,0.1
29170005,291700,5,1,17,4,1,1,2,1,5,3.75,1.761904762,2.2,25,8,1.75,3.857142857,4.08,35,-3,2,-2.095238095,-1.88,-1
29180001,291800,1,1,42,5,2,11,1,2,5,0,4.952380952,4.4,34,8,0,3.80952381,4.24,35,-3,0,1.142857142,0.16,-0.1
29180002,291800,2,2,41,4,2,1,1,2,5,3.75,3.285714286,3.08,30,5,0,2.666666667,3.28,33,0,3.75,0.619047619,-0.2,-0.3
29220001,292200,1,1,59,5,2,10,1,2,8,7.25,3.761904762,3.4,29,8,6,5,3.8,28,0,1.25,-1.238095238,-0.4,0.1
29220002,292200,2,2,55,4,2,1,2,2,9,4,1.238095238,3.28,30,5,3,1.476190476,3.48,33,4,1,-0.238095238,-0.2,-0.3
29220003,292200,3,1,26,5,1,7,1,2,9,4.5,4.904761905,4.92,33,9,3.5,4.761904762,4.84,34,0,1,0.142857143,0.08,-0.1
29220004,292200,4,2,25,5,1,10,1,2,9,3,4.857142857,4.92,39,9,4.5,5,5,32,0,-1.5,-0.142857143,-0.08,0.7
29250001,292500,1,1,52,4,2,17,1,2,0,0,5,5,29,0,0,3.142857143,3.4,32,0,0,1.857142857,1.6,-0.3
29250002,292500,2,2,50,4,2,5,1,2,0,0,5,5,31,0,0,4.571428571,4.84,33,0,0,0.428571429,0.16,-0.2
29250003,292500,3,1,23,5,1,1,2,2,8,5.5,5,5,29,6,9,5,5,24,2,-3.5,0,0,0.5
29250004,292500,4,1,21,5,1,1,2,2,9,7,5,5,27,9,7,4.619047619,4.88,36,0,0,0.380952381,0.12,-0.9
29270001,292700,1,1,58,4,2,11,1,1,0,0,2.952380952,3.12,32,0,0,2.19047619,2.16,28,0,0,0.761904762,0.96,0.4
29270002,292700,2,2,59,4,2,1,2,1,9,2,2,2.24,28,9,2,1.19047619,1.72,30,0,0,0.80952381,0.52,-0.2
29270003,292700,3,2,27,5,1,6,1,1,8,5,4.904761905,4.8,30,9,3,4.904761905,4.84,33,-1,2,0,-0.04,-0.3
29270004,292700,4,1,25,5,1,1,2,1,9,3.5,4.904761905,4.68,31,9,3.75,4.619047619,4.52,38,0,-0.25,0.285714286,0.16,-0.7
29300001,293000,1,1,35,4,2,7,1,2,8,3,4.904761905,4.96,36,8,3.25,5,5,31,0,-0.25,-0.095238095,-0.04,0.5
29300002,293000,2,2,34,5,2,5,1,2,8,8,4.952380952,4.84,31,9,6.75,4.714285714,4.88,25,-1,1.25,0.238095238,-0.04,0.6
29330001,293300,1,1,54,5,2,9,1,2,9,8,4.904761905,4.92,26,9,6,5,5,27,0,2,-0.095238095,-0.08,-0.1
29330002,293300,2,2,47,4,2,1,2,2,9,8,4.095238095,4.2,28,9,8,5,5,28,0,0,-0.904761905,-0.8,0
29340001,293400,1,1,58,5,2,7,1,2,9,8,4.952380952,4.96,28,9,8,3,3.64,27,0,0,1.952380952,1.32,0.1
29340002,293400,2,2,56,5,2,1,2,2,9,8,4.142857143,4.16,29,9,8,3.19047619,4,27,0,0,0.952380953,0.16,0.2
29340004,293400,4,2,25,5,1,1,2,2,9,8,4.904761905,4.92,25,9,9,5,5,29,0,-1,-0.095238095,-0.08,-0.4
29420001,294200,1,2,86,2,3,3,2,2,0,0,1.095238095,1.08,27,0,0,1,1.2,32,0,0,0.095238095,-0.12,-0.5
29430001,294300,1,1,66,5,2,8,1,1,5,0,4.095238095,3.76,33,9,3,1.619047619,2.72,28,-4,-3,2.476190476,1.04,0.5
29430002,294300,2,2,59,4,2,1,2,1,7,3,2.238095238,3,29,6,2.25,2.761904762,3,31,1,0.75,-0.523809524,0,-0.2
29430003,294300,3,1,33,5,1,8,1,2,7,5.25,3.952380952,4.12,32,9,5.25,4.523809524,4.68,34,-2,0,-0.571428572,-0.56,-0.2
29450001,294500,1,2,84,3,2,1,2,1,0,0,1,1.16,24,0,0,1,1.04,26,0,0,0,0.12,-0.2
29450002,294500,2,2,38,5,1,5,1,1,6,3.25,3.142857143,3.76,36,9,7.75,4.571428571,4.68,25,-3,-4.5,-1.428571428,-0.92,1.1
29470001,294700,1,2,83,3,3,2,2,1,0,0,1.285714286,1.52,23,0,0,1,1.12,29,0,0,0.285714286,0.4,-0.6
29490001,294900,1,1,44,5,2,11,1,2,9,3,4.952380952,4.8,37,7,3.75,5,5,34,2,-0.75,-0.047619048,-0.2,0.3
29490002,294900,2,2,44,5,2,4,1,2,9,5.75,3.714285714,4.04,31,9,4.25,3.952380952,4.68,28,0,1.5,-0.238095238,-0.64,0.3
29490003,294900,3,1,15,3,1,1,2,2,9,6.5,2.761904762,4.08,34,6,4.5,3.523809524,3.76,34,3,2,-0.761904762,0.32,0
29500001,295000,1,1,50,6,2,6,1,1,9,9,4.857142857,4.92,30,9,7,5,5,31,0,2,-0.142857143,-0.08,-0.1
29500002,295000,2,2,51,5,1,6,1,2,9,3.75,3.19047619,3.76,39,9,5.5,2.714285714,4.2,37,0,-1.75,0.476190476,-0.44,0.2
29500003,295000,3,2,24,5,1,5,1,2,5,7.25,4.19047619,4.2,30,7,7.5,4.476190476,5,28,-2,-0.25,-0.285714286,-0.8,0.2
29500004,295000,4,2,14,3,1,1,2,2,9,9,3.19047619,3.28,30,9,7.5,4,4,25,0,1.5,-0.80952381,-0.72,0.5
29510001,295100,1,1,55,5,2,14,1,2,6,4.5,5,5,28,8,0,5,5,28,-2,4.5,0,0,0
29510002,295100,2,2,54,5,2,4,1,2,6,1.75,5,5,28,9,0,3.761904762,3.8,31,-3,1.75,1.238095238,1.2,-0.3
29510003,295100,3,1,18,4,1,1,2,2,5,2.25,5,5,27,9,0,4,4,33,-4,2.25,1,1,-0.6
29530001,295300,1,1,57,4,2,8,1,1,5,2.75,3.904761905,3.6,25,6,2.75,3.380952381,3.64,29,-1,0,0.523809524,-0.04,-0.4
29530002,295300,2,2,52,4,2,11,1,1,0,2,2.333333333,4,31,0,0,2.80952381,3.68,32,0,2,-0.476190477,0.32,-0.1
29530003,295300,3,1,27,5,1,6,1,1,9,1.5,5,5,25,9,2.5,5,5,33,0,-1,0,0,-0.8
29530004,295300,4,1,18,4,1,1,2,1,9,3,4.666666667,5,39,9,5,4.333333333,4.64,25,0,-2,0.333333334,0.36,1.4
29540002,295400,2,2,59,4,2,1,2,2,9,8,3.095238095,4.08,28,9,8,3,3,26,0,0,0.095238095,1.08,0.2
29540004,295400,4,1,21,5,1,1,2,2,9,8,4.857142857,4.92,24,9,0,3.80952381,3.32,27,0,8,1.047619047,1.6,-0.3
29550001,295500,1,1,84,2,3,3,2,1,0,0,1.571428571,2,28,0,0,1,1.28,26,0,0,0.571428571,0.72,0.2
29550003,295500,3,1,47,4,4,7,1,2,9,3.25,4.476190476,4.4,30,8,4.5,5,5,26,1,-1.25,-0.523809524,-0.6,0.4
29560001,295600,1,1,52,4,2,7,1,2,9,0,3.80952381,4.28,25,7,0,3.428571429,3.68,28,2,0,0.380952381,0.6,-0.3
29570001,295700,1,1,55,5,2,10,1,2,0,0,4.380952381,4.6,37,0,0,4,4.64,33,0,0,0.380952381,-0.04,0.4
29570002,295700,2,2,51,4,2,2,2,1,0,0,4.047619048,4.28,27,0,0,3.523809524,4.28,32,0,0,0.523809524,0,-0.5
29570003,295700,3,1,22,5,1,1,2,2,9,4,4.523809524,4.72,36,5,0,4,4.56,33,4,4,0.523809524,0.16,0.3
29570004,295700,4,1,20,4,1,1,2,2,0,4,4.142857143,4.56,37,0,0,3.476190476,4.36,27,0,4,0.666666667,0.2,1
29580001,295800,1,1,55,4,2,18,1,1,5,4,4.904761905,4.96,32,9,5,5,4.04,38,-4,-1,-0.095238095,0.92,-0.6
29580002,295800,2,2,52,4,2,8,1,1,4,0,4.904761905,4.92,36,4,0,5,5,36,0,0,-0.095238095,-0.08,0
29600001,296000,1,1,48,5,2,9,1,2,5,6.25,3.857142857,3.84,34,6,6.25,4.142857143,4.32,35,-1,0,-0.285714286,-0.48,-0.1
29600002,296000,2,2,45,5,2,5,1,2,5,3.25,3.476190476,3.84,34,5,5.75,4.476190476,4.24,30,0,-2.5,-1,-0.4,0.4
29620001,296200,1,1,47,5,2,9,1,2,6,7.25,4.095238095,4.32,30,8,7,4.714285714,4.68,35,-2,0.25,-0.619047619,-0.36,-0.5
29620002,296200,2,2,41,4,2,5,1,2,5,6.5,4.380952381,4.4,31,5,8,4.523809524,4.48,37,0,-1.5,-0.142857143,-0.08,-0.6
29640001,296400,1,1,64,5,2,5,1,1,5,0,3.238095238,3.56,30,0,4,4.238095238,4.2,24,5,-4,-1,-0.64,0.6
29640002,296400,2,2,64,5,2,1,2,1,5,0,3.095238095,3.44,31,0,4,3.571428571,3.96,21,5,-4,-0.476190476,-0.52,1
29640003,296400,3,2,38,5,1,6,1,1,8,2.25,2.666666667,2.84,32,9,4.5,4.571428571,5,27,-1,-2.25,-1.904761904,-2.16,0.5
29650002,296500,2,2,53,4,2,1,2,2,6,3.5,1.238095238,2.32,30,9,3,2.428571429,3.36,22,-3,0.5,-1.190476191,-1.04,0.8
29660001,296600,1,1,74,4,2,5,1,2,0,0,1.047619048,1.16,21,0,0,1,2.52,28,0,0,0.047619048,-1.36,-0.7
29660002,296600,2,2,72,2,2,1,2,2,0,0,1.047619048,1.4,24,0,0,1,2.12,26,0,0,0.047619048,-0.72,-0.2
29670001,296700,1,1,68,4,2,6,1,1,9,0,1.285714286,1.4,28,9,4.5,4.761904762,5,29,0,-4.5,-3.476190476,-3.6,-0.1
29670002,296700,2,2,60,4,2,1,2,1,0,0,1.285714286,2.36,23,9,4,4.619047619,4.88,29,-9,-4,-3.333333333,-2.52,-0.6
29690001,296900,1,1,74,2,2,9,1,1,7,4.75,4.333333333,4.56,31,0,0,1,1.8,29,7,4.75,3.333333333,2.76,0.2
29690002,296900,2,2,67,2,2,5,1,1,9,2.5,4.476190476,4.4,34,0,0,1,1,26,9,2.5,3.476190476,3.4,0.8
29690003,296900,3,1,42,5,1,6,1,1,9,4.5,5,4.96,30,9,6.25,5,5,28,0,-1.75,0,-0.04,0.2
29690004,296900,4,1,39,5,1,7,1,1,9,3.5,5,4.84,31,5,3.75,5,5,30,4,-0.25,0,-0.16,0.1
29700003,297000,3,2,35,6,1,7,1,2,7,4.5,4.523809524,4.36,33,7,7.5,4.380952381,4.68,29,0,-3,0.142857143,-0.32,0.4
29700004,297000,4,2,33,5,1,6,1,2,5,6.25,4.285714286,4.44,36,5,5.5,4.285714286,4.76,35,0,0.75,0,-0.32,0.1
29720001,297200,1,1,55,5,2,9,1,1,9,4,4.476190476,4.6,25,8,3.5,5,5,32,1,0.5,-0.523809524,-0.4,-0.7
29720002,297200,2,2,44,5,2,6,1,1,9,2,4.571428571,4.48,28,3,3.5,4.142857143,4.2,31,6,-1.5,0.428571428,0.28,-0.3
29720003,297200,3,1,17,4,1,1,2,2,6,6.5,5,4.88,25,8,0,4.80952381,4.76,29,-2,6.5,0.19047619,0.12,-0.4
29720004,297200,4,1,14,3,1,1,2,2,4,2.25,4.523809524,4.92,30,9,3,4.523809524,4.48,29,-5,-0.75,0,0.44,0.1
29740001,297400,1,1,48,5,2,8,1,1,9,0,4.714285714,4.48,27,9,0,5,5,26,0,0,-0.285714286,-0.52,0.1
29740002,297400,2,2,46,5,2,9,1,1,9,3.5,4.476190476,4.52,24,9,2,3.952380952,4.32,31,0,1.5,0.523809524,0.2,-0.7
29740003,297400,3,1,19,4,1,6,1,2,9,4.5,5,4.84,26,9,3.5,4.619047619,4.64,29,0,1,0.380952381,0.2,-0.3
29750001,297500,1,1,49,5,2,14,1,1,4,3,4.142857143,3.96,38,0,4,4.714285714,4.8,34,4,-1,-0.571428571,-0.84,0.4
29750002,297500,2,2,49,4,2,1,2,1,5,5,2.714285714,3.04,29,9,0,2.952380952,3.52,27,-4,5,-0.238095238,-0.48,0.2
29760001,297600,1,1,58,4,2,7,1,2,7,2,2.476190476,3.16,32,9,3,2.761904762,3.24,25,-2,-1,-0.285714286,-0.08,0.7
29770002,297700,2,2,88,2,3,1,2,1,0,0,1,1,24,0,0,1,1,28,0,0,0,0,-0.4
29780001,297800,1,1,60,4,2,6,1,2,4,0,3.095238095,3.44,31,5,0,4.857142857,4.92,28,-1,0,-1.761904762,-1.48,0.3
29780002,297800,2,2,52,4,2,1,2,1,8,3.25,3.666666667,3.72,35,0,3.5,3.761904762,4.36,24,8,-0.25,-0.095238095,-0.64,1.1
29780003,297800,3,1,26,5,1,6,1,1,8,2.25,2.857142857,2.88,31,9,0,4.714285714,4.6,29,-1,2.25,-1.857142857,-1.72,0.2
29800002,298000,2,2,61,4,2,1,2,1,9,0,3.904761905,3.92,32,0,4,1.952380952,3.32,32,9,-4,1.952380953,0.6,0
29800004,298000,4,1,30,5,1,1,2,2,8,4.25,2.80952381,3.48,33,8,5,4.80952381,4.64,28,0,-0.75,-2,-1.16,0.5
29810001,298100,1,1,54,5,2,12,1,1,8,3.5,2.714285714,3,28,0,0,3.095238095,3.88,30,8,3.5,-0.380952381,-0.88,-0.2
29810002,298100,2,2,50,5,2,1,2,1,5,4,3.333333333,4.04,34,0,0,2.952380952,3.44,24,5,4,0.380952381,0.6,1
29810003,298100,3,2,25,6,1,7,1,1,9,7.5,4.571428571,4.52,31,8,6.25,4.571428571,4.92,34,1,1.25,0,-0.4,-0.3
29820001,298200,1,1,55,4,2,7,1,1,8,0,2.904761905,3.68,29,9,3,2.047619048,3,25,-1,-3,0.857142857,0.68,0.4
29820002,298200,2,2,54,4,2,1,2,1,8,2.5,1.523809524,2.6,28,7,2.5,2.047619048,2.96,28,1,0,-0.523809524,-0.36,0
29820003,298200,3,2,22,4,1,1,2,2,8,4.75,3.333333333,3.44,34,9,7,4.285714286,4.36,30,-1,-2.25,-0.952380953,-0.92,0.4
29830001,298300,1,2,79,3,3,1,2,2,0,0,1,1.4,23,0,0,1,2.36,31,0,0,0,-0.96,-0.8
29830002,298300,2,1,51,4,2,6,1,2,6,6.5,4.333333333,4.08,34,0,3.75,3.380952381,3.76,29,6,2.75,0.952380952,0.32,0.5
29830003,298300,3,1,24,5,2,1,2,2,8,3.75,2.285714286,3.2,30,9,4,4.904761905,4.84,32,-1,-0.25,-2.619047619,-1.64,-0.2
29840001,298400,1,2,47,5,2,7,1,2,8,2.75,5,5,34,9,5.5,5,5,27,-1,-2.75,0,0,0.7
29840002,298400,2,1,46,5,2,9,1,2,8,4.25,5,5,34,9,4.25,5,5,29,-1,0,0,0,0.5
29840003,298400,3,1,16,4,1,1,2,2,9,4,4.380952381,4.32,27,9,5,3.571428571,3.64,27,0,-1,0.80952381,0.68,0
29850001,298500,1,1,50,5,2,11,1,2,0,4.75,3.333333333,3.36,32,0,0,3.857142857,3.92,25,0,4.75,-0.523809524,-0.56,0.7
29850002,298500,2,2,48,5,2,6,1,2,9,4.5,4.095238095,4.44,34,3,0,2.714285714,3.76,25,6,4.5,1.380952381,0.68,0.9
29850003,298500,3,1,21,5,1,1,2,2,8,6,4.333333333,4.72,35,9,0,3.619047619,4.24,27,-1,6,0.714285714,0.48,0.8
29850004,298500,4,2,18,4,1,1,2,2,6,4.25,3.857142857,4.12,34,5,0,3.857142857,4.4,27,1,4.25,0,-0.28,0.7
29860001,298600,1,1,48,4,2,7,1,2,5,3.5,3.285714286,3.84,36,9,3,2.476190476,3.16,28,-4,0.5,0.80952381,0.68,0.8
29870001,298700,1,2,48,6,1,9,1,2,8,1.5,3.761904762,3.6,30,9,3.5,3.571428571,4.16,32,-1,-2,0.190476191,-0.56,-0.2
29870002,298700,2,2,48,5,1,7,1,2,7,6.5,4.285714286,4.76,37,9,4.5,3.476190476,4.08,27,-2,2,0.80952381,0.68,1
29880001,298800,1,1,61,4,2,8,1,1,9,4.5,4.19047619,3.88,35,7,0,3.095238095,3.28,28,2,4.5,1.095238095,0.6,0.7
29880003,298800,3,1,30,5,1,6,1,1,9,6.5,4.238095238,4.04,31,7,6.25,4.952380952,4.96,33,2,0.25,-0.714285714,-0.92,-0.2
29880004,298800,4,1,28,5,1,6,1,1,9,9,4.238095238,4.32,23,7,7,5,5,35,2,2,-0.761904762,-0.68,-1.2
29890001,298900,1,1,55,5,2,12,1,1,6,6.25,3.428571429,3.52,36,7,6.25,3.952380952,3.92,34,-1,0,-0.523809523,-0.4,0.2
29890002,298900,2,2,53,5,2,1,2,1,4,2.75,3.571428571,3.56,27,9,0,2.80952381,3.6,24,-5,2.75,0.761904761,-0.04,0.3
29890003,298900,3,2,27,5,1,8,1,2,9,7.5,4.380952381,4.44,28,9,3,4.095238095,4.2,25,0,4.5,0.285714286,0.24,0.3
29900001,299000,1,1,49,5,2,5,1,2,9,3.75,4.523809524,4.56,30,5,3.5,5,5,29,4,0.25,-0.476190476,-0.44,0.1
29900002,299000,2,2,45,5,2,7,1,1,9,4.25,4.476190476,4.44,32,8,4.5,4,4.72,27,1,-0.25,0.476190476,-0.28,0.5
29920001,299200,1,2,55,5,2,4,1,2,8,0,4,3.84,29,9,0,4.095238095,4.52,34,-1,0,-0.095238095,-0.68,-0.5
29920002,299200,2,1,58,5,2,12,1,2,9,0,3.476190476,3.2,26,9,0,4.19047619,4.16,39,0,0,-0.714285714,-0.96,-1.3
29920003,299200,3,2,27,5,1,1,2,2,9,5.75,4.761904762,4.56,32,9,5,5,4.68,25,0,0.75,-0.238095238,-0.12,0.7
29930001,299300,1,1,46,5,2,12,1,2,9,1.75,4.904761905,4.96,34,9,1.75,5,5,39,0,0,-0.095238095,-0.04,-0.5
29930002,299300,2,2,47,5,2,5,1,2,9,0,4.523809524,4.04,34,9,0,4.619047619,5,38,0,0,-0.095238095,-0.96,-0.4
29930003,299300,3,1,19,5,1,1,2,2,9,6.5,4.904761905,5,34,9,6.5,4.666666667,5,39,0,0,0.238095238,0,-0.5
29930004,299300,4,1,16,4,1,1,2,2,9,1.75,4.904761905,4.92,34,9,1.75,4.619047619,5,38,0,0,0.285714286,-0.08,-0.4
29940001,299400,1,1,59,4,2,7,1,2,9,0,2.952380952,3.4,35,6,0,3.666666667,4.04,35,3,0,-0.714285715,-0.64,0
29940002,299400,2,2,55,5,2,7,1,2,8,6.25,3.047619048,3.44,38,6,0,3.80952381,3.36,30,2,6.25,-0.761904762,0.08,0.8
29960001,299600,1,1,43,5,2,9,1,2,5,0,1.952380952,2.4,24,5,0,3.095238095,3,29,0,0,-1.142857143,-0.6,-0.5
29960002,299600,2,2,43,5,2,3,1,2,9,4.75,4.238095238,4.6,25,9,4.5,5,5,38,0,0.25,-0.761904762,-0.4,-1.3
29960003,299600,3,2,17,4,1,1,2,2,8,3,3.142857143,4,30,8,3,4,5,32,0,0,-0.857142857,-1,-0.2
29970001,299700,1,1,47,5,2,12,1,2,9,0,5,4.88,29,8,0,4.523809524,4.36,33,1,0,0.476190476,0.52,-0.4
29970002,299700,2,2,42,5,2,7,1,2,9,0,5,4.64,31,6,0,4.428571429,4.2,33,3,0,0.571428571,0.44,-0.2
29970003,299700,3,1,16,4,1,1,2,2,7,6.25,3.285714286,4.12,36,9,6.25,3.380952381,4.44,31,-2,0,-0.095238095,-0.32,0.5
29970004,299700,4,1,14,3,1,1,2,2,8,9,2.904761905,3.4,28,8,9,3.571428571,3.44,34,0,0,-0.666666666,-0.04,-0.6
29980001,299800,1,1,60,3,3,11,1,1,7,0,1.666666667,2.6,25,8,0,2.80952381,3.4,35,-1,0,-1.142857143,-0.8,-1
29980003,299800,3,1,32,5,1,8,1,2,8,0,4.047619048,4.6,23,8,0,3.761904762,4.6,29,0,0,0.285714286,0,-0.6
29980004,299800,4,2,28,5,1,6,1,2,9,4.25,5,5,31,6,5.25,4.904761905,5,33,3,-1,0.095238095,0,-0.2
29980005,299800,5,1,18,4,1,1,2,1,9,3.25,4.333333333,4.6,32,9,5.25,4.476190476,4.84,35,0,-2,-0.142857143,-0.24,-0.3
29990001,299900,1,1,44,5,2,8,1,1,9,6,5,5,25,8,5.75,5,5,30,1,0.25,0,0,-0.5
29990002,299900,2,2,44,5,2,6,1,2,5,2.25,4.380952381,4.6,40,9,3,4.619047619,4.72,33,-4,-0.75,-0.238095238,-0.12,0.7
29990003,299900,3,2,16,4,1,1,2,2,9,6,3.80952381,4.44,33,9,6.25,4.19047619,4.48,38,0,-0.25,-0.38095238,-0.04,-0.5
29990004,299900,4,2,15,3,1,1,2,1,9,6.75,3.80952381,4.44,33,9,6.5,4.19047619,4.48,33,0,0.25,-0.38095238,-0.04,0
30010001,300100,1,1,60,5,2,10,2,1,7,4.75,4.952380952,4.96,36,0,0,4,4,38,7,4.75,0.952380952,0.96,-0.2
30010002,300100,2,2,57,4,2,6,1,1,0,0,3.571428571,3.52,33,0,0,2.857142857,3.28,31,0,0,0.714285714,0.24,0.2
30010004,300100,4,2,28,5,1,6,1,1,0,0,5,5,24,0,0,4,4,29,0,0,1,1,-0.5
30020001,300200,1,1,53,4,2,5,1,1,0,0,2.047619048,3.36,24,0,0,1.238095238,3.08,26,0,0,0.80952381,0.28,-0.2
30020002,300200,2,2,52,4,2,4,1,1,0,0,1.333333333,2.08,22,0,0,1.333333333,2.88,28,0,0,0,-0.8,-0.6
30030001,300300,1,1,54,4,2,6,1,2,9,0,2.333333333,2.92,24,0,0,1.904761905,2.76,27,9,0,0.428571428,0.16,-0.3
30050001,300500,1,1,38,5,1,7,1,2,6,2.25,4.285714286,4.32,34,9,6,3.761904762,4.16,30,-3,-3.75,0.523809524,0.16,0.4
30080001,300800,1,2,56,5,1,5,1,1,6,2.25,2.523809524,3.2,35,9,5,3.80952381,4.04,30,-3,-2.75,-1.285714286,-0.84,0.5
30090001,300900,1,2,48,5,2,9,1,2,7,4.5,3.952380952,4.16,34,9,4.5,4.333333333,4.16,36,-2,0,-0.380952381,0,-0.2
30090002,300900,2,1,54,5,2,10,1,2,7,2.5,4.238095238,4.12,31,9,3,4,4.04,25,-2,-0.5,0.238095238,0.08,0.6
