pid,hid,housenum,gender,age,school,income,home,internet,game,social,shop,comm,tv,movie-ott,study-book,info-search,other
20540001,205400,1,1,56,5,6,780,49.99999998,0,10.00000002,0,25.00000002,0,15,0,0,0
20540002,205400,2,2,52,4,6,750,10.00000002,0,4.99999998,0,0,0,4.99999998,0,0,0
20540003,205400,3,1,28,5,5,855,40.00000002,19.99999998,0,0,4.99999998,0,15,0,0,0
20540004,205400,4,2,24,5,3,784.9999998,25.00000002,0,10.00000002,0,10.00000002,0,4.99999998,0,0,0
20540005,205400,5,1,86,6,1,1380,0,0,0,0,0,0,0,0,0,0
20540006,205400,6,1,39,5,6,934.9999998,30,0,10.00000002,0,10.00000002,0,10.00000002,0,0,0
20550001,205500,1,1,74,5,3,1170,4.99999998,0,0,0,4.99999998,0,0,0,0,0
20550002,205500,2,2,72,4,1,1395,4.99999998,0,0,0,4.99999998,0,0,0,0,0
20560001,205600,1,1,49,5,6,1135,40.00000002,0,4.99999998,0,34.99999998,0,0,0,0,0
20560002,205600,2,2,49,5,4,790.0000002,55.00000002,0,4.99999998,0,34.99999998,0,15,0,0,0
20560003,205600,3,1,21,5,1,1105,30,0,4.99999998,0,15,0,10.00000002,0,0,0
20560004,205600,4,2,15,3,1,1255,105,0,0,0,19.99999998,0,34.99999998,49.99999998,0,0
20590001,205900,1,1,54,4,6,940.0000002,100,60,0,0,30,0,10.00000002,0,0,0
20590002,205900,2,2,50,4,4,705,19.99999998,0,10.00000002,0,4.99999998,0,4.99999998,0,0,0
20590003,205900,3,1,22,5,1,1075,100,25.00000002,15,19.99999998,19.99999998,0,19.99999998,0,0,0
20590004,205900,4,2,21,5,1,1375,225,90,19.99999998,0,15,0,60,40.00000002,0,0
20600001,206000,1,1,64,6,6,664.9999998,15,0,10.00000002,0,0,0,4.99999998,0,0,0
20600002,206000,2,2,59,4,4,979.9999998,55.00000002,0,19.99999998,0,19.99999998,0,15,0,0,0
20600003,206000,3,1,35,5,5,679.9999998,30,0,10.00000002,0,15,0,4.99999998,0,0,0
20620001,206200,1,1,58,4,6,889.9999998,34.99999998,0,15,0,4.99999998,0,15,0,0,0
20620002,206200,2,2,53,4,6,880.0000002,105,30,4.99999998,0,40.00000002,0,30,0,0,0
20620003,206200,3,1,27,5,1,1395,120,25.00000002,4.99999998,0,25.00000002,0,25.00000002,40.00000002,0,0
20620004,206200,4,2,22,5,1,1315,75,15,15,0,15,0,30,0,0,0
20620005,206200,5,2,88,2,1,1260,0,0,0,0,0,0,0,0,0,0
20630001,206300,1,1,42,5,6,1070,175,0,70.00000002,0,30,0,0,0,25.00000002,49.99999998
20640001,206400,1,1,58,4,7,934.9999998,64.99999998,0,19.99999998,0,15,0,30,0,0,0
20640002,206400,2,2,52,4,5,1025,55.00000002,0,15,0,19.99999998,0,19.99999998,0,0,0
20640003,206400,3,1,28,5,5,1005,94.99999998,45,25.00000002,0,15,0,10.00000002,0,0,0
20640004,206400,4,1,26,5,1,1065,110,40.00000002,15,0,15,0,19.99999998,0,0,19.99999998
20650002,206500,2,2,75,2,2,1440,0,0,0,0,0,0,0,0,0,0
20660001,206600,1,1,53,4,4,945,45,0,0,0,40.00000002,0,4.99999998,0,0,0
20660002,206600,2,2,46,4,4,919.9999998,45,0,0,0,25.00000002,0,19.99999998,0,0,0
20660003,206600,3,2,18,4,1,775.0000002,130,0,0,0,19.99999998,0,55.00000002,40.00000002,0,15
20670001,206700,1,1,78,4,5,709.9999998,34.99999998,0,0,0,34.99999998,0,0,0,0,0
20670002,206700,2,2,77,3,1,1390,0,0,0,0,0,0,0,0,0,0
20680001,206800,1,1,64,4,1,1305,19.99999998,0,0,0,19.99999998,0,0,0,0,0
20680002,206800,2,2,62,4,6,775.0000002,34.99999998,0,10.00000002,0,19.99999998,0,4.99999998,0,0,0
20680003,206800,3,1,35,5,7,664.9999998,34.99999998,0,15,0,0,0,19.99999998,0,0,0
20680004,206800,4,1,33,5,6,679.9999998,19.99999998,0,10.00000002,0,10.00000002,0,0,0,0,0
20690001,206900,1,1,39,4,6,934.9999998,64.99999998,45,19.99999998,0,0,0,0,0,0,0
20690002,206900,2,2,38,4,4,1365,30,0,30,0,0,0,0,0,0,0
20690003,206900,3,2,13,3,1,1055,34.99999998,0,0,0,0,0,0,0,15,19.99999998
20690004,206900,4,2,11,2,1,1100,94.99999998,49.99999998,0,0,45,0,0,0,0,0
20710001,207100,1,2,51,4,5,724.9999998,85.00000002,0,0,0,30,0,4.99999998,0,0,49.99999998
20720001,207200,1,1,60,4,4,705,70.00000002,0,10.00000002,0,45,0,15,0,0,0
20720002,207200,2,2,56,4,1,1295,19.99999998,0,0,0,19.99999998,0,0,0,0,0
20720101,207201,1,1,34,5,5,940.0000002,70.00000002,0,40.00000002,0,0,0,30,0,0,0
20720102,207201,2,2,28,5,4,1090,40.00000002,0,15,0,10.00000002,0,15,0,0,0
20730001,207300,1,1,59,4,4,610.0000002,0,0,0,0,0,0,0,0,0,0
20750002,207500,2,2,49,4,7,730.0000002,0,0,0,0,0,0,0,0,0,0
20760001,207600,1,1,76,4,3,790.0000002,15,0,0,0,0,15,0,0,0,0
20760002,207600,2,2,75,3,1,900,0,0,0,0,0,0,0,0,0,0
20770001,207700,1,1,53,4,5,679.9999998,130,0,0,0,90,0,0,0,40.00000002,0
20770002,207700,2,2,52,4,4,1340,25.00000002,0,0,0,25.00000002,0,0,0,0,0
20770003,207700,3,1,28,5,6,900,400,225,0,0,94.99999998,0,0,0,0,79.99999998
20770004,207700,4,1,22,5,2,1440,490,160,49.99999998,0,0,0,110,130,40.00000002,0
20780002,207800,2,1,55,4,4,990,15,0,0,0,4.99999998,0,0,0,10.00000002,0
20790001,207900,1,2,56,4,6,1200,15,0,0,0,0,0,0,0,0,15
20790002,207900,2,1,25,5,2,1270,240,49.99999998,0,0,10.00000002,0,94.99999998,0,40.00000002,45
20800001,208000,1,2,68,3,4,625.0000002,19.99999998,0,0,0,10.00000002,0,0,0,10.00000002,0
20810001,208100,1,2,28,5,2,1290,510,0,0,0,25.00000002,30,180,220,40.00000002,15
20830001,208300,1,1,43,5,7,780,34.99999998,0,0,0,19.99999998,0,0,0,15,0
20830002,208300,2,2,39,5,5,799.9999998,120,0,0,0,34.99999998,0,0,0,0,85.00000002
20830003,208300,3,2,85,2,3,1220,0,0,0,0,0,0,0,0,0,0
20840001,208400,1,1,48,6,5,709.9999998,90,0,0,0,4.99999998,0,0,0,85.00000002,0
20840002,208400,2,2,46,5,5,859.9999998,180,0,19.99999998,4.99999998,25.00000002,0,0,0,10.00000002,120
20840003,208400,3,2,19,5,1,1225,670.0000002,0,120,34.99999998,150,0,0,345,4.99999998,15
20890001,208900,1,1,71,4,4,1040,0,0,0,0,0,0,0,0,0,0
20890002,208900,2,2,63,4,4,784.9999998,0,0,0,0,0,0,0,0,0,0
20960001,209600,1,1,47,4,2,1180,0,0,0,0,0,0,0,0,0,0
20960002,209600,2,2,85,2,2,1360,0,0,0,0,0,0,0,0,0,0
20980003,209800,3,2,35,6,1,1275,60,0,0,19.99999998,0,0,0,0,19.99999998,19.99999998
20980005,209800,5,1,34,5,5,955.0000002,205,0,0,19.99999998,0,0,0,0,0,185
21030001,210300,1,2,78,2,2,1210,10.00000002,0,0,0,0,0,0,10.00000002,0,0
21030002,210300,2,1,32,5,5,739.9999998,70.00000002,0,19.99999998,40.00000002,10.00000002,0,0,0,0,0
21070001,210700,1,1,42,4,5,645,64.99999998,0,0,4.99999998,19.99999998,0,10.00000002,0,30,0
21070002,210700,2,2,43,4,4,1010,45,0,4.99999998,0,19.99999998,0,0,0,19.99999998,0
21070004,210700,4,2,13,3,1,1295,125,30,0,0,10.00000002,0,0,0,30,55.00000002
21070005,210700,5,1,9,2,1,1245,130,34.99999998,0,0,34.99999998,0,0,60,0,0
21100001,211000,1,1,84,5,5,1200,10.00000002,0,0,0,0,0,0,0,10.00000002,0
21100002,211000,2,2,80,3,1,1240,0,0,0,0,0,0,0,0,0,0
21120001,211200,1,1,52,4,6,799.9999998,315,0,10.00000002,19.99999998,19.99999998,0,10.00000002,0,19.99999998,235
21120002,211200,2,2,47,4,4,715.0000002,185,0,10.00000002,70.00000002,25.00000002,0,19.99999998,0,19.99999998,40.00000002
21120004,211200,4,2,22,5,4,675,125,30,10.00000002,0,30,0,10.00000002,0,30,15
21120005,211200,5,2,21,5,1,1195,200,125,0,10.00000002,30,0,19.99999998,0,15,0
21140003,211400,3,2,38,5,4,780,415,25.00000002,0,49.99999998,45,0,0,0,0,295
21170001,211700,1,1,47,5,7,900,180,0,10.00000002,4.99999998,10.00000002,0,4.99999998,0,0,150
21190001,211900,1,1,47,4,6,844.9999998,115,0,0,0,10.00000002,0,0,0,45,60
21190002,211900,2,2,45,4,1,1230,94.99999998,0,0,30,34.99999998,0,0,0,30,0
21190005,211900,5,2,70,3,1,1235,0,0,0,0,0,0,0,0,0,0
21210001,212100,1,1,63,4,5,780,34.99999998,0,0,0,4.99999998,0,10.00000002,0,10.00000002,10.00000002
21210002,212100,2,2,60,4,1,1395,60,0,0,0,10.00000002,0,10.00000002,0,30,10.00000002
21210003,212100,3,1,37,5,6,720,165,0,10.00000002,45,15,0,10.00000002,0,40.00000002,45
21220001,212200,1,1,64,4,5,720,40.00000002,0,10.00000002,0,10.00000002,0,4.99999998,0,15,0
21220002,212200,2,2,94,2,1,1440,0,0,0,0,0,0,0,0,0,0
21220005,212200,5,1,31,5,5,679.9999998,130,70.00000002,4.99999998,4.99999998,15,0,4.99999998,0,19.99999998,10.00000002
21220006,212200,6,2,61,4,1,1275,49.99999998,0,0,0,4.99999998,0,10.00000002,0,19.99999998,15
21230001,212300,1,1,72,3,3,1275,0,0,0,0,0,0,0,0,0,0
21230002,212300,2,2,69,3,2,1305,0,0,0,0,0,0,0,0,0,0
21250001,212500,1,2,84,2,2,1345,0,0,0,0,0,0,0,0,0,0
21260001,212600,1,1,45,4,2,1375,0,0,0,0,0,0,0,0,0,0
21300001,213000,1,1,38,5,6,1280,75,0,0,40.00000002,15,0,0,0,19.99999998,0
21300002,213000,2,2,39,5,5,1135,160,19.99999998,10.00000002,70.00000002,19.99999998,0,10.00000002,0,19.99999998,10.00000002
21310002,213100,2,2,54,4,1,970.0000002,75,0,0,0,30,0,0,15,19.99999998,10.00000002
21320001,213200,1,1,54,4,4,709.9999998,34.99999998,0,0,0,34.99999998,0,0,0,0,0
21330001,213300,1,1,58,5,5,709.9999998,40.00000002,0,0,0,30,0,0,0,4.99999998,4.99999998
21340001,213400,1,1,75,3,2,1095,15,0,0,0,15,0,0,0,0,0
21340002,213400,2,2,72,2,2,1095,25.00000002,0,0,0,25.00000002,0,0,0,0,0
21340003,213400,3,2,49,4,4,795,105,0,0,0,34.99999998,0,0,10.00000002,0,60
21350001,213500,1,1,78,2,1,1045,0,0,0,0,0,0,0,0,0,0
21360001,213600,1,1,46,4,5,870,94.99999998,0,0,0,25.00000002,0,10.00000002,19.99999998,0,40.00000002
21360002,213600,2,2,39,4,4,870,75,0,0,0,34.99999998,0,0,19.99999998,10.00000002,10.00000002
21360003,213600,3,2,19,5,1,975,55.00000002,10.00000002,0,0,40.00000002,0,0,0,4.99999998,0
21360004,213600,4,1,15,3,1,994.9999998,55.00000002,15,0,0,25.00000002,0,0,0,15,0
21370001,213700,1,2,72,2,4,825,0,0,0,0,0,0,0,0,0,0
21380001,213800,1,1,49,4,6,760.0000002,49.99999998,0,0,0,30,0,0,4.99999998,15,0
21380002,213800,2,2,47,4,1,1015,64.99999998,19.99999998,0,0,30,0,0,0,10.00000002,4.99999998
21380003,213800,3,1,21,5,1,880.0000002,55.00000002,10.00000002,0,0,25.00000002,0,0,0,19.99999998,0
21380004,213800,4,1,17,4,1,799.9999998,30,19.99999998,0,0,10.00000002,0,0,0,0,0
21380005,213800,5,1,14,3,1,820.0000002,75,40.00000002,0,0,25.00000002,0,0,0,10.00000002,0
21390002,213900,2,2,71,2,2,1160,0,0,0,0,0,0,0,0,0,0
21410001,214100,1,1,73,5,5,1350,4.99999998,0,0,0,0,0,0,0,4.99999998,0
21410002,214100,2,2,76,5,1,1285,0,0,0,0,0,0,0,0,0,0
21430001,214300,1,1,50,4,4,795,10.00000002,0,0,0,0,0,0,0,10.00000002,0
21430002,214300,2,2,50,4,4,795,25.00000002,10.00000002,0,0,15,0,0,0,0,0
21430003,214300,3,1,25,5,5,750,49.99999998,4.99999998,0,0,30,0,15,0,0,0
21430004,214300,4,1,24,5,1,1175,165,0,0,0,55.00000002,0,85.00000002,0,10.00000002,15
21450001,214500,1,1,74,3,4,799.9999998,0,0,0,0,0,0,0,0,0,0
21450002,214500,2,2,72,2,1,1265,0,0,0,0,0,0,0,0,0,0
21450003,214500,3,1,43,5,5,874.9999998,115,45,0,0,10.00000002,0,0,0,60,0
21450004,214500,4,1,42,5,6,844.9999998,90,25.00000002,0,0,10.00000002,0,0,0,55.00000002,0
21480001,214800,1,1,51,5,7,795,90,0,90,0,0,0,0,0,0,0
21480002,214800,2,2,55,3,3,1185,100,0,49.99999998,0,0,0,0,0,49.99999998,0
21480003,214800,3,1,26,5,1,1350,480,260,0,0,0,0,100,55.00000002,64.99999998,0
21480004,214800,4,1,16,4,1,700.0000002,49.99999998,0,49.99999998,0,0,0,0,0,0,0
21490001,214900,1,1,55,5,5,750,25.00000002,0,0,0,25.00000002,0,0,0,0,0
21490002,214900,2,2,48,5,5,880.0000002,30,0,0,0,30,0,0,0,0,0
21490003,214900,3,1,18,4,1,1050,90,0,0,0,0,0,0,0,0,90
21500002,215000,2,2,52,5,5,775.0000002,70.00000002,0,19.99999998,0,49.99999998,0,0,0,0,0
21500003,215000,3,1,23,5,1,1310,215,0,0,0,175,0,0,0,0,40.00000002
21500004,215000,4,2,19,5,2,1280,275,0,0,0,15,0,260,0,0,0
21520001,215200,1,1,54,4,4,615,0,0,0,0,0,0,0,0,0,0
21520002,215200,2,2,53,4,5,560,0,0,0,0,0,0,0,0,0,0
21520003,215200,3,1,26,5,4,664.9999998,34.99999998,34.99999998,0,0,0,0,0,0,0,0
21520004,215200,4,1,24,5,4,655.0000002,45,10.00000002,0,0,34.99999998,0,0,0,0,0
21530002,215300,2,2,81,6,5,1360,40.00000002,0,0,0,0,0,0,0,0,40.00000002
21530003,215300,3,2,54,5,4,930,125,0,0,40.00000002,64.99999998,0,0,0,19.99999998,0
21530004,215300,4,2,25,5,4,780,460,0,0,0,140,0,0,0,0,320
21530005,215300,5,1,20,5,1,1150,360,355,0,0,4.99999998,0,0,0,0,0
21540002,215400,2,2,52,4,1,1320,30,0,0,0,0,0,19.99999998,0,10.00000002,0
21570001,215700,1,1,56,5,8,790.0000002,220,0,0,0,55.00000002,0,0,0,49.99999998,115
21570002,215700,2,2,53,4,4,1045,135,0,0,0,49.99999998,0,0,0,19.99999998,64.99999998
21570003,215700,3,2,25,5,4,949.9999998,769.9999998,30,30,0,0,0,19.99999998,135,0,555
21570004,215700,4,1,22,5,4,900,280,55.00000002,0,0,40.00000002,4.99999998,0,0,60,120
21580001,215800,1,1,54,4,8,760.0000002,490,0,0,0,0,0,0,0,0,490
21580002,215800,2,2,52,4,1,1275,300,0,19.99999998,25.00000002,85.00000002,0,30,19.99999998,120,0
21580003,215800,3,1,25,5,4,615,675,0,79.99999998,0,60,0,0,0,0,535
21580004,215800,4,1,22,5,1,1095,475,265,60,0,105,0,25.00000002,0,0,19.99999998
21600001,216000,1,1,56,5,1,1310,100,0,0,0,0,0,0,0,100,0
21600002,216000,2,2,51,5,1,1205,55.00000002,0,10.00000002,0,10.00000002,0,0,10.00000002,0,25.00000002
21600003,216000,3,1,26,5,1,1240,495,350,0,0,25.00000002,0,120,0,0,0
21600004,216000,4,1,23,5,1,1065,285,0,0,0,10.00000002,0,275,0,0,0
21610001,216100,1,1,63,5,5,859.9999998,15,0,0,0,15,0,0,0,0,0
21610002,216100,2,2,62,5,7,799.9999998,10.00000002,0,0,0,10.00000002,0,0,0,0,0
21610003,216100,3,1,36,5,5,1100,270,105,19.99999998,0,55.00000002,0,90,0,0,0
21610004,216100,4,1,33,5,2,1275,420,220,40.00000002,4.99999998,19.99999998,0,55.00000002,0,79.99999998,0
21620001,216200,1,1,57,5,7,820.0000002,0,0,0,0,0,0,0,0,0,0
21620002,216200,2,2,57,5,1,1215,0,0,0,0,0,0,0,0,0,0
21620003,216200,3,2,23,4,1,1215,79.99999998,0,0,0,0,0,79.99999998,0,0,0
21640001,216400,1,2,70,2,3,1130,0,0,0,0,0,0,0,0,0,0
21650001,216500,1,1,55,4,5,865.0000002,34.99999998,0,0,4.99999998,19.99999998,0,0,0,10.00000002,0
21650002,216500,2,2,52,4,1,1065,40.00000002,0,0,4.99999998,25.00000002,0,0,0,10.00000002,0
21660001,216600,1,1,59,4,5,745.0000002,19.99999998,0,0,4.99999998,10.00000002,0,0,0,4.99999998,0
21660002,216600,2,2,56,4,1,1125,49.99999998,0,0,15,25.00000002,0,0,0,10.00000002,0
21670001,216700,1,1,70,5,4,1175,49.99999998,0,0,0,25.00000002,0,0,0,15,10.00000002
21670002,216700,2,2,63,4,1,1315,49.99999998,0,0,0,34.99999998,0,0,0,15,0
21690001,216900,1,1,76,2,1,1260,0,0,0,0,0,0,0,0,0,0
21690002,216900,2,2,68,2,2,1250,0,0,0,0,0,0,0,0,0,0
21700001,217000,1,1,67,4,5,964.9999998,15,0,0,0,15,0,0,0,0,0
21700002,217000,2,2,65,3,1,1145,4.99999998,0,0,0,4.99999998,0,0,0,0,0
21700004,217000,4,1,35,6,7,784.9999998,34.99999998,0,0,0,10.00000002,0,0,0,25.00000002,0
21710001,217100,1,1,78,2,2,1275,0,0,0,0,0,0,0,0,0,0
21710002,217100,2,2,74,2,2,1175,0,0,0,0,0,0,0,0,0,0
21720001,217200,1,1,64,4,5,844.9999998,34.99999998,0,0,0,25.00000002,0,0,0,10.00000002,0
21720002,217200,2,2,59,4,1,1060,19.99999998,0,0,0,19.99999998,0,0,0,0,0
21720005,217200,5,1,27,5,4,1025,105,19.99999998,0,0,30,0,40.00000002,0,10.00000002,4.99999998
21730001,217300,1,2,74,2,3,1270,0,0,0,0,0,0,0,0,0,0
21750001,217500,1,1,65,4,4,910.0000002,4.99999998,0,0,0,4.99999998,0,0,0,0,0
21750002,217500,2,2,60,4,1,1025,19.99999998,0,0,0,15,0,0,0,4.99999998,0
21770001,217700,1,1,63,4,3,1135,45,0,0,0,4.99999998,0,0,0,40.00000002,0
21770002,217700,2,2,62,4,1,1160,60,0,0,0,45,0,0,0,15,0
21780001,217800,1,1,55,4,5,670.0000002,75,0,0,0,15,0,10.00000002,19.99999998,30,0
21780002,217800,2,2,52,4,1,1130,15,0,0,0,15,0,0,0,0,0
21790001,217900,1,2,58,4,4,900,30,0,0,0,25.00000002,0,0,0,0,4.99999998
21800001,218000,1,1,80,2,4,694.9999998,19.99999998,0,0,0,10.00000002,0,10.00000002,0,0,0
21800002,218000,2,2,78,2,2,1290,0,0,0,0,0,0,0,0,0,0
21830001,218300,1,1,47,4,6,705,10.00000002,0,0,0,10.00000002,0,0,0,0,0
21830002,218300,2,2,41,4,1,195,70.00000002,30,0,4.99999998,34.99999998,0,0,0,0,0
21840001,218400,1,2,31,5,4,675,75,10.00000002,0,0,60,0,0,0,4.99999998,0
21860001,218600,1,2,64,4,4,835.0000002,40.00000002,10.00000002,0,0,30,0,0,0,0,0
21870001,218700,1,1,56,4,3,1075,15,0,0,0,15,0,0,0,0,0
21870002,218700,2,2,54,4,3,1100,94.99999998,0,0,0,94.99999998,0,0,0,0,0
21870003,218700,3,1,22,4,4,949.9999998,200,79.99999998,0,0,15,19.99999998,40.00000002,45,0,0
21870004,218700,4,1,21,4,4,705,85.00000002,4.99999998,10.00000002,0,60,0,10.00000002,0,0,0
21910002,219100,2,2,81,3,2,1160,0,0,0,0,0,0,0,0,0,0
21930006,219300,6,1,79,3,3,1180,0,0,0,0,0,0,0,0,0,0
21930007,219300,7,2,75,2,2,1195,0,0,0,0,0,0,0,0,0,0
21950001,219500,1,1,72,4,3,1250,15,0,0,0,15,0,0,0,0,0
21950002,219500,2,2,68,3,2,1010,0,0,0,0,0,0,0,0,0,0
21950004,219500,4,1,34,5,6,810,385,40.00000002,0,0,34.99999998,0,40.00000002,0,0,270
21980001,219800,1,1,54,4,5,595,615,0,0,0,10.00000002,0,0,0,0,604.9999998
21980002,219800,2,2,50,4,5,754.9999998,130,0,0,0,55.00000002,0,75,0,0,0
21980003,219800,3,1,25,5,5,810,360,0,4.99999998,0,85.00000002,0,170,0,4.99999998,94.99999998
21980004,219800,4,1,24,5,5,805.0000002,375,0,0,0,120,0,64.99999998,0,0,190
21990001,219900,1,1,67,4,5,709.9999998,10.00000002,0,0,0,10.00000002,0,0,0,0,0
21990002,219900,2,2,60,4,1,1080,79.99999998,0,0,0,25.00000002,0,55.00000002,0,0,0
21990003,219900,3,1,30,5,4,760.0000002,470,0,64.99999998,0,25.00000002,4.99999998,0,100,45,230
22000001,220000,1,1,44,4,5,850.0000002,0,0,0,0,0,0,0,0,0,0
22000002,220000,2,2,44,4,5,840,115,0,0,0,0,0,0,0,0,115
22000003,220000,3,2,18,4,1,795,79.99999998,34.99999998,19.99999998,0,25.00000002,0,0,0,0,0
22000004,220000,4,1,17,4,1,1175,345,75,0,0,15,0,255,0,0,0
22010001,220100,1,1,62,4,4,925.0000002,0,0,0,0,0,0,0,0,0,0
22010002,220100,2,2,58,4,2,1200,0,0,0,0,0,0,0,0,0,0
22010003,220100,3,2,32,5,2,1015,180,0,0,0,0,120,0,0,0,60
22010004,220100,4,2,28,5,4,900,480,0,0,0,0,290,0,0,0,190
22020001,220200,1,2,50,4,4,829.9999998,130,0,30,40.00000002,15,0,0,0,15,30
22020002,220200,2,2,80,2,1,829.9999998,15,0,0,0,15,0,0,0,0,0
22030001,220300,1,2,64,4,4,739.9999998,55.00000002,15,0,30,0,0,0,0,10.00000002,0
22040001,220400,1,1,50,5,4,694.9999998,60,0,0,0,10.00000002,0,0,0,0,49.99999998
22040002,220400,2,2,42,5,1,850.0000002,94.99999998,0,0,0,75,0,19.99999998,0,0,0
22040003,220400,3,2,15,3,1,685.0000002,170,0,0,0,105,0,0,0,64.99999998,0
22050002,220500,2,2,48,5,4,805.0000002,64.99999998,0,10.00000002,0,15,0,10.00000002,0,30,0
22050003,220500,3,2,22,5,1,1260,130,0,25.00000002,0,30,0,10.00000002,49.99999998,15,0
22050004,220500,4,1,17,4,1,1155,115,0,0,0,19.99999998,0,55.00000002,19.99999998,19.99999998,0
22060001,220600,1,1,62,4,5,1000,100,30,0,0,45,0,0,0,25.00000002,0
22060002,220600,2,2,60,4,1,1105,34.99999998,0,0,0,34.99999998,0,0,0,0,0
22070001,220700,1,1,57,5,8,739.9999998,0,0,0,0,0,0,0,0,0,0
22070002,220700,2,2,50,4,5,735,150,0,0,0,4.99999998,79.99999998,0,0,0,64.99999998
22070003,220700,3,2,24,6,4,739.9999998,220,0,0,0,0,105,40.00000002,0,0,75
22070004,220700,4,1,22,5,1,1180,545,90,0,0,94.99999998,30,10.00000002,320,0,0
22080001,220800,1,2,43,4,5,679.9999998,140,0,0,0,140,0,0,0,0,0
22120001,221200,1,1,41,5,5,780,370,0,0,0,30,0,0,0,0,340
22120002,221200,2,2,39,5,1,829.9999998,100,0,0,0,94.99999998,0,0,0,0,4.99999998
22130001,221300,1,1,79,4,4,855,55.00000002,0,0,0,25.00000002,0,0,0,0,30
22130002,221300,2,2,72,3,4,840,60,0,0,0,19.99999998,0,10.00000002,0,10.00000002,19.99999998
22140001,221400,1,1,49,5,4,1060,110,15,10.00000002,0,19.99999998,0,55.00000002,0,10.00000002,0
22140002,221400,2,2,49,5,4,910.0000002,79.99999998,0,19.99999998,30,0,0,10.00000002,10.00000002,10.00000002,0
22140003,221400,3,2,18,4,1,1250,130,0,0,0,19.99999998,0,75,34.99999998,0,0
22140004,221400,4,1,16,4,1,1340,190,110,0,0,19.99999998,0,60,0,0,0
22150001,221500,1,1,50,5,5,979.9999998,75,0,0,0,10.00000002,0,40.00000002,0,25.00000002,0
22150002,221500,2,2,48,6,1,1180,110,0,19.99999998,15,15,0,15,15,30,0
22150003,221500,3,2,23,5,1,1180,120,0,10.00000002,0,19.99999998,0,15,19.99999998,34.99999998,19.99999998
22160001,221600,1,1,47,5,8,679.9999998,555,0,0,265,0,0,0,0,60,230
22160002,221600,2,2,46,5,1,1145,85.00000002,0,10.00000002,30,0,0,34.99999998,0,10.00000002,0
22170001,221700,1,1,83,3,2,1150,0,0,0,0,0,0,0,0,0,0
22170002,221700,2,2,78,3,2,1250,0,0,0,0,0,0,0,0,0,0
22180002,221800,2,2,41,4,1,1105,45,15,0,0,15,0,15,0,0,0
22190001,221900,1,2,85,2,3,1290,0,0,0,0,0,0,0,0,0,0
22200002,222000,2,2,53,4,5,775.0000002,64.99999998,0,0,0,34.99999998,0,0,0,30,0
22210001,222100,1,1,43,5,6,780,610.0000002,0,0,0,0,0,0,0,165,445
22210002,222100,2,2,41,5,1,1265,195,0,0,0,19.99999998,0,0,0,64.99999998,110
22210003,222100,3,1,11,2,1,850.0000002,105,34.99999998,0,0,30,0,0,15,25.00000002,0
22220001,222200,1,1,45,5,8,735,150,0,0,0,140,0,0,0,10.00000002,0
22220002,222200,2,2,43,5,1,1280,70.00000002,0,0,0,45,0,25.00000002,0,0,0
22220003,222200,3,2,18,4,1,790.0000002,445,19.99999998,0,0,79.99999998,0,325,0,0,19.99999998
22230001,222300,1,2,60,3,4,705,85.00000002,0,0,0,30,0,0,0,0,55.00000002
22230002,222300,2,1,35,5,6,780,185,0,0,0,85.00000002,0,100,0,0,0
22240001,222400,1,1,40,5,6,679.9999998,150,0,0,0,90,0,40.00000002,0,19.99999998,0
22240002,222400,2,2,38,5,5,739.9999998,135,0,0,0,70.00000002,0,0,45,19.99999998,0
22240003,222400,3,2,15,3,1,1180,240,40.00000002,0,0,40.00000002,0,160,0,0,0
22250001,222500,1,1,60,5,7,775.0000002,30,0,0,0,30,0,0,0,0,0
22250002,222500,2,2,59,5,5,820.0000002,79.99999998,0,0,0,70.00000002,0,0,10.00000002,0,0
22260001,222600,1,1,70,5,2,1000,140,40.00000002,0,0,40.00000002,0,0,19.99999998,0,40.00000002
22260002,222600,2,2,62,5,4,1100,180,0,0,0,79.99999998,0,0,0,100,0
22260003,222600,3,1,40,5,8,685.0000002,430,0,0,140,49.99999998,0,19.99999998,0,0,220
22260004,222600,4,2,38,6,6,720,360,0,0,240,60,0,60,0,0,0
22270001,222700,1,1,60,5,8,825,110,0,0,0,110,0,0,0,0,0
22270002,222700,2,2,56,4,7,754.9999998,220,0,0,0,140,19.99999998,0,0,0,60
22270003,222700,3,2,33,5,5,685.0000002,305,0,0,0,145,0,140,0,0,19.99999998
22280001,222800,1,1,66,4,5,1080,64.99999998,0,0,0,0,0,64.99999998,0,0,0
22280002,222800,2,2,62,4,1,859.9999998,19.99999998,0,0,0,0,0,19.99999998,0,0,0
22280003,222800,3,1,32,5,4,555,19.99999998,0,0,0,0,0,19.99999998,0,0,0
22280004,222800,4,2,81,2,2,1440,0,0,0,0,0,0,0,0,0,0
22290001,222900,1,1,60,5,8,754.9999998,150,0,0,0,70.00000002,0,79.99999998,0,0,0
22290002,222900,2,2,59,4,1,1150,79.99999998,0,0,0,40.00000002,0,0,0,0,40.00000002
22290003,222900,3,2,23,5,5,604.9999998,160,0,0,0,110,0,40.00000002,0,10.00000002,0
22310001,223100,1,1,47,5,2,1380,245,0,0,0,25.00000002,0,180,0,40.00000002,0
22310002,223100,2,2,75,4,4,664.9999998,120,0,0,0,120,0,0,0,0,0
