pid,hid,housenum,p15wt,p15wt2,KMPS10,KMPS11,KMPS19,p10ans,p11ans,p12ans,p13ans,p14ans,p15ans,p16ans,p17ans,p18ans,p19ans,p20ans,p15rep,p15housenum,p15area,p15area_siz,p15hhldsiz,p15fly_typ,p15houstyp,p15rel,p15gender,p15byear,p15age,p15age1,p15school,p15school1,p15school2,p15school4,p15school6,p15school8,p15school9,p15school10,p15school12,p15school13,p15school14,p15school16,p15school17,p15mar,p15income1,p15income,p15job1,p15job2,p15job3,p15job4,p15relig1,p15relig2,p15relig3,p15a01001,p15a01002,p15a02001,p15a03001,p15a04001,p15a03002,p15a03003,p15a03004,p15a03005,p15a03006,p15a03007,p15a03008,p15a03009,p15a03010,p15a03016,p15a03017,p15a03018,p15a03019,p15a03020,p15a03021,p15a03022,p15a03023,p15c01001,p15c01002,p15c01003,p15c01004,p15c02001,p15c02002,p15c03001,p15c03002,p15c08001,p15c05011,p15c05012,p15c05013,p15c05014,p15c05001,p15c05002,p15c05003,p15c05004,p15c05005,p15c05006,p15c05007,p15c05008,p15c05009,p15c05010,p15c05015,p15c05016,p15c05017,p15c06006,p15c06007,p15c06008,p15c06012,p15c06009,p15c06013,p15c06010,p15c06011,p15c07001,p15c07002,p15c07003,p15c07004,p15c07005,p15c07006,p15c07007,p15c07008,p15d01001,p15d01002,p15d01003,p15d02001,p15d02002,p15d02003,p15d06002,p15d06003,p15d06011,p15d06004,p15d06005,p15d06006,p15d06012,p15d06013,p15d06007,p15d06008,p15d06009,p15d06010,p15d08001,p15d22001,p15d10001,p15d11001,p15d12001,p15d08002,p15d08004,p15d13001,p15d13010,p15d14001,p15d14002,p15d14003,p15d14004,p15d14005,p15d14006,p15d14007,p15d14008,p15d14009,p15d14010,p15d14011,p15d14012,p15d14013,p15d14014,p15d23001,p15d23002,p15d23007,p15d23003,p15d23004,p15d23005,p15d23006,p15h01001,p15h01002,p15h01003,p15h01004,p15h01005,p15h01006,p15h01007,p15h01008,p15h01009,p15h01010,p15h01011,p15h01012,p15h01013,p15h01014,p15h01015,p15h01016,p15h01017,p15h01018,p15h01019,p15h01020,p15h01021,p15h01022,p15h01023,p15h01024,p15h01025
80002,800,2,1.528029071,1.784342186, ,1, ,1,1,1,1,1,1,0,0,0,0,0,0,2,8,1,2,2,2,2,2,1951,7,64,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,1,3, ,1,1,0,1,0,1, ,2, ,2, ,2, ,44,2012, ,4, ,8, , , ,42,5,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,10,18, ,6,1,13,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,3,1,3,1,3,2,2,2,3,2,2,2,3,2,2
90001,900,1,1.515924736,4.39879044, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,1,8,1,3,3,2,1,1,1963,6,52,5,4,5, , , , , , , , , , ,2,6,5,1,1,85, ,1,2, ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,30,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,1,6,10,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2,4,1,3,2,4,4,4,1,1,1,2,2,1,4,2,3,2,1,2,2,2,2,2,1
90002,900,2,1.142313146, , ,1, ,1,1,0,1,1,1,1,1,0,0,0,0,2,8,1,3,3,2,2,2,1969,5,46,4,3,5, , , , , , , , , , ,2,4,4,1,1,85, ,1,1, ,1,1,0,1,0,2, ,1, ,2, ,1, ,7,2013, ,4, ,2, , , ,42,5,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,5,2,50,11,0,1, , ,11,16,3,6,13,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,2,3,2,3,3,3,1,1,2,2,2,2,2,3,2,3,3,3,4,3,2,3,3
100001,1000,1,3.056898976,4.32233905, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,8,1,3,3,2,1,1,1979,4,36,5,4,5, , , , , , , , , , ,2,7,5,1,1,25, ,1,3, ,1,1,0,1,0,2, ,2, ,2, ,2, ,21,2013, ,4, ,18, , , ,67,7,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,1,1,15,4,3,10,18,13,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,2,3,1,3,2,1,1,1,2,1,1,1,3,3,2,4,4,4,5,4,4,4,2,3,2,3,2,2,2,3,2,2,3,3,2,1,3,3,3,3,3,2,3,3,3,3,2
100002,1000,2,2.430916261,2.92191007, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,8,1,3,3,2,2,2,1979,4,36,6,5,1, , , , , , , , ,9999,9999,2,7,5,1,1,25, ,1,3, ,1,1,0,1,0,2, ,2, ,2, ,2, ,21,2013, ,4, ,18, , , ,67,7,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,2,1,10,3,0,1, , ,10,3,19,13,6,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,4,4,3,2,1,3,2,3,3,4,1,2,2,2,2,2,2,1,3,2,2,3,2,1,2,1,2
110001,1100,1,2.333680899, , ,0, ,1,0,0,1,1,1,1,0,0,0,0,0,1,8,1,3,3,2,1,1,1960,6,55,5,4,5, , , , , , , , , , ,2,9,6,1,1,23, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,2, ,35,2013, ,4, ,4, , , ,77,8,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,1,1,8,2,0,1, , ,8,9, ,1,2, ,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,4, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,1,1,2,2,3,2,3,3,3,3,3,2,2,3,3,2,2
110002,1100,2,2.03821417,2.423149658, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,2,8,1,3,3,2,2,2,1959,6,56,4,3,5, , , , , , , , , , ,2,9,6,2, , ,2,2, , ,1,1,0,1,0,1, ,1, ,2, ,2, ,19,2010, ,4, ,1, , , ,82,9,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,7,2,56,11,1,1,75,11,16,18, ,12,1, ,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2,4,4,4,3,2,1,3,2,3,3,3,1,2,2,2,1,2,3,1,2,3,3,1,2,1,2,1,1
110003,1100,3,3.024848132,5.723255571, ,0, ,1,1,1,1,1,1,1,0,0,0,0,0,3,8,1,3,3,2,3,2,1991,3,24,5,4,5, , , , , , , , , , ,1,1,1,2, , ,4,2, , ,1,1,0,1,0,2, ,1, ,2, ,2, ,38,2013, ,4, ,1, , , ,50,6,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,6,2,48,10,0,1, , ,19,16, ,5,6, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
110004,1100,4,3.253540747, , ,0, ,0,1,0,1,1,1,1,0,0,0,0,0,4,8,1,3,3,2,3,1,1992,3,23,5,4,2, , , , , ,2,2,4, , ,1,1,1,2, , ,3,2, , ,1,1,0,1,0,1, ,1, ,2, ,2, ,34,2010, ,4, ,16, , , ,20,3,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,1,1,6,2,0,1, , ,16,11,10,13, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3, ,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,4,1,3,3,3,1,1,3,2,3,2,3,3,3,3,2,2,2,3,3,2,2
120003,1200,3,4.020327531,6.169584, ,1, ,0,1,1,1,1,1,1,1,1,1,0,0,3,1,1,3,3,1,3,1,1991,3,24,5,4,1, , , , , ,4,2,1, , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,8,2013, ,1, ,6, , , ,60,7,0,1,5, ,1,2,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,12,3,0,1,2,1,18,4,1,1,40,9,3,10,5,9,10,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,4,3,3,2,3,3,3,3,1,3,2,3,3,3,1,2,3,3,3,2,2,3,3,3,2,3,3,3,3,2,2
120004,1200,4,4.020327531,3.83012749, ,1, ,0,1,1,1,1,1,1,1,1,1,0,0,4,1,1,3,3,1,3,2,1993,3,22,5,4,1, , , , , ,2,2,2, , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,3, ,1, ,1, ,1, ,8,2015, ,4, ,4, , , ,55,6,12,2,5, ,1,2,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,10,3,0,1,1,1,10,3,0,1, , ,5,3,10,9,13,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,2,3,3,3,1,3,2,4,3,3,1,2,2,2,3,2,2,3,3,3,3,2,2,3,3,2,1
130001,1300,1,0.699307657, , ,1, ,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,1,1,1,1947,7,68,3,2,5, , , , , , , , , , ,2,2,2,2, , ,4,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,10,2,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,9999, , ,1,3,12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,3,3,2,2,2,3,2,3,2,2,3,2,2,2,3,3,2,2,3,3,3,2,3,2,2
140001,1400,1,0.609568186,1.10705927, ,1, ,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,3,1,2,1962,6,53,4,3,5, , , , , , , , , , ,3,6,5,1,1,52, ,1,2, ,1,1,0,1,0,2, ,1, ,2, ,2, ,39,2013, ,3, ,6, , , ,50,6,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,5,2,0,1,2,1,18,4,1,1,35,8,13,5,16,9,6,14,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,3,10,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,2,3,3,3,3,3,2,1,4,3,2,2,2,3,2,3,2,3,2,3,3,2,1,2,2,2
150001,1500,1,0.259660276, , ,0, ,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,3,4,3,1,1,1970,5,45,5,4,5, , , , , , , , , , ,2,9,6,1,1,51, ,1,2, ,1,1,0,1,0,2, ,1, ,2, ,2, ,25,2013, ,2, ,5, , , ,55,6,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,5,2,0,1,1,1,9,2,0,1, , ,8,3,12,1,8,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,3,3,3,2,2,2,3,3,2,4,2,3,3,3,1,3,3,3,3,2,2,2,3,3,3,3,2,3,3,2,2
150002,1500,2,0.221026922,0.647297534, ,0, ,1,1,1,1,1,1,1,1,0,0,0,0,2,1,1,3,4,3,2,2,1973,5,42,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,1,2, ,1,1,0,1,0,2, ,1, ,2, ,2, ,25,2013, ,2, ,5, , , ,50,6,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,6,2,0,1,1,1,9,2,0,1, , ,5,13,11,6,8,9,1,1,2,2,2,2,1,2,1,1,1,2,1,1,2,2,2,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,3,3,2,3,2,3,3,3,2,2,3,3,3,3,2,2,2,3,3,3,3,2,1,1,1
160001,1600,1,1.500087271,2.985302791, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,1,1,1,1951,7,64,3,2,5, , , , , , , , , , ,2,6,5,1,1,72, ,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,7,2012, ,3, ,22, , , ,50,6,0,1,1, ,1,2,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,4,1,0,1,0,1, , ,0,1, , ,5,6,13,6,9,14,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,2,3,3,3,3,2,4,2,3,3,3,1,2,3,2,3,2,3,3,3,2,3,2,3,3,3,2,2
160002,1600,2,1.417144159,1.86922721, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2,2,1,2,2,1952,7,63,3,2,5, , , , , , , , , , ,2,4,4,1,1,52, ,2, , ,1,1,0,1,0,2, ,2, ,2, ,1, ,7,2012, ,3, ,22, , , ,50,6,0,1,1, ,1,2,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,5,2,0,1,0,1, , ,0,1, , ,13,5,3,9,6,15,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,2,2,3,3,2,2,2,3,2,3,2,1,1,2,3,2,1,2,2,1,3,2,1,2,2,2,2
170001,1700,1,1.804510404,3.09074057, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,2,1947,7,68,3,2,5, , , , , , , , , , ,3,3,3,2, , ,4,1,1, ,1,1,0,1,0,3, ,1, ,2, ,3, ,52,2015, ,4, ,6, , , ,45,5,15,2,1, ,1,2,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,5,11, ,6,13,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,3,3,2,3,2,2,1,2,2,3,2,2,2,2,1,2,2,2,2,1,2
180001,1800,1,2.50644444,5.276032615, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1967,5,48,4,3,5, , , , , , , , , , ,4,7,5,1,1,52, ,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,8,2014, ,3, ,6, , , ,50,6,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,8,2,0,1,2,1,20,5,0,1, , ,5,3,13,9,6,13,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,3,3,3,3,2,4,2,2,1,3,2,3,2,2,1,2,2,2,3,1,2,2,2
190001,1900,1,0.51612104, , ,0, ,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,3,3,3,1,1,1971,5,44,5,4,5, , , , , , , , , , ,2,10,7,1,1,32, ,2, , ,1,1,0,1,0,3, ,1, ,1, ,2, ,24,2015, ,4, ,12, , , ,45,5,10,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,6,2,10,3,1,1,10,3,0,1, , ,12,10, ,1,2,10,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,4,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,1,3,2,3,3,4,2,2,3,2,2,3,2,2,3,2,3,3,2,2,3,2,2
190002,1900,2,0.43933037,1.293986312, ,0, ,1,1,1,1,1,1,1,1,0,0,0,0,2,1,1,3,3,3,2,2,1972,5,43,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,1,2, ,1,1,0,1,0,3, ,1, ,1, ,2, ,24,2015, ,4, ,12, , , ,45,5,10,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,8,2,10,3,1,1,10,3,0,1, , ,5,10,11,6,9,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,3,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,2,3,3,3,1,3,2,3,3,3,2,2,2,3,3,2,3,2,3,3,3,3,3,2,3,2,2
200001,2000,1,0.168310406, , ,0, ,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,2,2,3,1,1,1930,8,85,4,3,5, , , , , , , , , , ,2,4,4,2, , ,4,2, , ,1,1,0,1,0,3, ,1, ,2, ,2, ,39,2015, ,3, ,3, , , ,50,6,12,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,9, , ,1,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,3,3,3,2,2,2,2,3,2,3,2,2,2,2,2,3,2,1,2,2,2
200002,2000,2,0.168310406, , ,0, ,1,1,1,1,0,1,1,1,0,0,0,0,2,1,1,2,2,3,2,2,1941,8,74,3,2,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,0,1,0,3, ,1, ,2, ,2, ,39,2015, ,3, ,3, , , ,45,5,12,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,5,13, ,6,9,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,3,3,2,3,3,2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2
210001,2100,1,0.360542282,0.764952572, ,0, ,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,2,2,3,1,1,1949,7,66,2,1,5, , , , , , , , , , ,2,4,4,2, , ,4,2, , ,1,1,0,1,0,2, ,1, ,2, ,3, ,53,2015, ,4, ,2, , , ,55,6,10,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,2,1,5,2,0,1, , ,0,1, , ,3,10,11,1,2,10,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,2,3,2,3,3,4,2,2,2,2,1,3,1,2,2,1,2,2,2,2,1,2,2
210002,2100,2,0.340607109,0.401821759, ,0, ,0,1,1,1,1,1,1,1,0,0,0,0,2,1,1,2,2,3,2,2,1952,7,63,2,1,5, , , , , , , , , , ,2,1,1,2, , ,2,1,1, ,1,1,0,1,0,2, ,1, ,2, ,3, ,53,2015, ,4, ,2, , , ,50,6,10,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,10,5, ,6,9,13,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,2,3,3,4,2,2,1,2,1,3,2,2,2,1,2,3,3,1,1,1,2
220001,2200,1,0.627665968,1.266099031, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,3,1,1,1952,7,63,4,3,5, , , , , , , , , , ,2,5,4,1,2,42, ,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,8,2015, ,4, ,6, , , ,50,6,10,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,13,10,11,1,2,10,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,3,3,3,2,2,2,3,2,3,1,2,2,1,2,3,3,2,3,1,1
220002,2200,2,0.592960941,0.765131639, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2,2,3,2,2,1954,7,61,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,1,1, ,1,1,0,1,0,2, ,1, ,2, ,1, ,8,2014, ,4, ,6, , , ,50,6,10,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,5,13, ,6,13,14,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,2,3,3,3,1,2,1,3,3,3,2,1,2,2,3,3,2,2,2,1,2
230001,2300,1,0.611386845, , ,1, ,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,3,5,3,1,1,1961,6,54,5,4,5, , , , , , , , , , ,2,10,7,1,1,93, ,2, , ,1,1,0,1,0,3, ,1, ,2, ,2, ,24,2015, ,4, ,3, , , ,55,6,13,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,6,2,0,1,0,1, , ,0,1, , ,8,9,3,1,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,2,3,3,2,3,3,3,3,3,2,2,2,2,3,3,2,3,2,2,2,2,2,2,3,2,2
230002,2300,2,0.559112524,1.289802462, ,1, ,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,3,5,3,2,2,1955,7,60,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,1,2, ,1,1,0,1,0,3, ,1, ,2, ,2, ,24,2015, ,4, ,3, , , ,5,1,13,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,3,1,0,1,0,1, , ,0,1, , ,13,5,11,6,13,14,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3, ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,3,2,2,3,3,2,3,3,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2
240001,2400,1,0.42329578,1.045297705, ,0, ,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,2,2,3,1,1,1941,8,74,3,2,5, , , , , , , , , , ,2,4,4,1,1,91, ,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,40,5,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,1,12, ,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,2,3,2,4,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2
240002,2400,2,0.385722921, , ,0, ,1,0,1,1,1,1,1,1,0,0,0,0,2,1,1,2,2,3,2,2,1945,8,70,3,2,5, , , , , , , , , , ,2,1,1,2, , ,2,1,1, ,1,1,0,1,0,2, ,1, ,2, ,1, ,7,2015, ,4, ,2, , , ,45,5,20,3,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,11,5, ,6,9,13,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,3,1,2,2,3,2,3,2,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2
250001,2500,1,0.230630976,0.386318612, ,1, ,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,2,3,3,1,2,1921,8,94,2,1,5, , , , , , , , , , ,3,1,1,2, , ,2,2, , ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,6,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,3,3,2,3,3,2,1,2,1,1,1,1,1,1,1,3,3,1,1,1,1
250002,2500,2,0.251488176,0.514913417, ,1, ,0,1,1,1,1,1,1,1,1,1,0,0,2,1,1,2,3,3,3,1,1974,5,41,5,4,5, , , , , , , , , , ,1,6,5,1,1,31, ,2, , ,1,1,0,1,0,2, ,1, ,2, ,1, ,3,2013, ,2, ,5, , , ,65,7,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,10,3,0,1,1,1,10,3,0,1, , ,3,13,11,14,8,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,3,3,2,3,2,3,3,3,2,2,2,2,3,3,2,3,3,3,2,3,3,2,3,1,3
260001,2600,1,0.491175429,0.769348172, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,3,1,1,1961,6,54,5,4,5, , , , , , , , , , ,2,10,7,1,1,32, ,2, , ,1,1,0,1,0,3, ,1, ,1, ,3, ,53,2015, ,4, ,3, , , ,50,6,10,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,1, , ,8,2,0,1,0,1, , ,0,1, , ,9,3,10,1,2,10,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,3,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1,2,2,3,2,3,2,3,2,4,2,2,2,3,1,3,1,2,2,2,1,2,2,2,2,1,2
