pid,hid,housenum,p15wt,p15wt2,KMPS10,KMPS11,KMPS19,p10ans,p11ans,p12ans,p13ans,p14ans,p15ans,p16ans,p17ans,p18ans,p19ans,p20ans,p15rep,p15housenum,p15area,p15area_siz,p15hhldsiz,p15fly_typ,p15houstyp,p15rel,p15gender,p15byear,p15age,p15age1,p15school,p15school1,p15school2,p15school4,p15school6,p15school8,p15school9,p15school10,p15school12,p15school13,p15school14,p15school16,p15school17,p15mar,p15income1,p15income,p15job1,p15job2,p15job3,p15job4,p15relig1,p15relig2,p15relig3,p15a01001,p15a01002,p15a02001,p15a03001,p15a04001,p15a03002,p15a03003,p15a03004,p15a03005,p15a03006,p15a03007,p15a03008,p15a03009,p15a03010,p15a03016,p15a03017,p15a03018,p15a03019,p15a03020,p15a03021,p15a03022,p15a03023,p15c01001,p15c01002,p15c01003,p15c01004,p15c02001,p15c02002,p15c03001,p15c03002,p15c08001,p15c05011,p15c05012,p15c05013,p15c05014,p15c05001,p15c05002,p15c05003,p15c05004,p15c05005,p15c05006,p15c05007,p15c05008,p15c05009,p15c05010,p15c05015,p15c05016,p15c05017,p15c06006,p15c06007,p15c06008,p15c06012,p15c06009,p15c06013,p15c06010,p15c06011,p15c07001,p15c07002,p15c07003,p15c07004,p15c07005,p15c07006,p15c07007,p15c07008,p15d01001,p15d01002,p15d01003,p15d02001,p15d02002,p15d02003,p15d06002,p15d06003,p15d06011,p15d06004,p15d06005,p15d06006,p15d06012,p15d06013,p15d06007,p15d06008,p15d06009,p15d06010,p15d08001,p15d22001,p15d10001,p15d11001,p15d12001,p15d08002,p15d08004,p15d13001,p15d13010,p15d14001,p15d14002,p15d14003,p15d14004,p15d14005,p15d14006,p15d14007,p15d14008,p15d14009,p15d14010,p15d14011,p15d14012,p15d14013,p15d14014,p15d23001,p15d23002,p15d23007,p15d23003,p15d23004,p15d23005,p15d23006,p15h01001,p15h01002,p15h01003,p15h01004,p15h01005,p15h01006,p15h01007,p15h01008,p15h01009,p15h01010,p15h01011,p15h01012,p15h01013,p15h01014,p15h01015,p15h01016,p15h01017,p15h01018,p15h01019,p15h01020,p15h01021,p15h01022,p15h01023,p15h01024,p15h01025
59930003,599300,3,1.916249138,2.499039862, ,1, ,0,1,1,1,1,1,1,1,1,1,0,0,3,13,1,3,3,1,3,2,1992,3,23,5,4,1, , , , , ,4,2,5, , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,1, ,1, ,2, ,3, ,56,2012, ,3, ,13, , , ,42,5,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,1,1,1,1,1,1,5,2,3,1,25,6,0,1, , ,9,11,3,6,13,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,3,4,4,4,4,4,4,2,2,1,3,2,3,3,1,1,1,2,2,2,2,3,3,3,3,2,2,1,2,2,2,2
59940001,599400,1,0.932996584,1.462301511, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,1,13,1,2,5,1,1,2,1958,6,57,2,1,5, , , , , , , , , , ,4,4,4,1,1,94, ,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,35,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,6,3,14,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,1,3,3,2,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
59940002,599400,2,0.867240694,1.310528405, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,2,13,1,2,5,1,6,2,1934,8,81,2,1,5, , , , , , , , , , ,3,1,1,2, , ,2,2, , ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,6,14,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,1,1,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2
59960001,599600,1,0.753948633,1.218970548, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,2,2,1,1,1,1944,8,71,2,1,5, , , , , , , , , , ,2,3,3,2, , ,4,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,25,3,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,1,3,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
59960002,599600,2,0.644599002,0.842006766, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,2,2,1,2,2,1944,8,71,2,1,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,6,14,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,3,2,3,3,2,1,1,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2
59970001,599700,1,0.673580637,1.018168019, ,1, ,0,1,1,1,1,1,1,1,1,0,0,0,1,13,1,2,2,1,1,1,1945,8,70,4,3,5, , , , , , , , , , ,2,4,4,1,3,44, ,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,40,5,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,1,1,8,2,0,1, , , , , ,1,6,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,1,3,3,2,3,1,1,1,2,2,2,2,3,3,3,2,2,3,2,2,2,2,2
59970002,599700,2,0.575887252,0.823117117, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,2,2,1,2,2,1945,8,70,2,1,5, , , , , , , , , , ,2,1,1,1,4,44, ,2, , ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,1,3,3,3,3,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
59980001,599800,1,1.060794691,1.633432363, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,2,2,1,1,1,1942,8,73,2,1,5, , , , , , , , , , ,2,3,3,1,1,92, ,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,25,3,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,1,6,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
59980002,599800,2,1.034582268,1.266332551, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,2,2,1,2,2,1946,7,69,2,1,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,6,3,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,1,1,1,2,1,2,3,2,3,2,2,3,2,2,2,2,2
60010002,600100,2,0.522235259,0.834871771, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,1,1,1,1,2,1942,8,73,2,1,5, , , , , , , , , , ,3,3,3,2, , ,2,1,2, ,1,1,0,1,0,2, ,1, ,2, ,3, ,55,2014, ,4, ,11, , , ,50,6,15,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,88, , ,9,6,13,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,3,3,4,2,3,3,2,1,2,3,4,3,3,2,3,4,3,2,1,2,3,4,3,2,2,1,2,1,1
60020001,600200,1,0.590954741,0.944730221, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,1,1,1,1,2,1940,8,75,2,1,3, , , , , , , , , , ,3,3,3,2, , ,2,1,3, ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,1,6,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,2,1,3,4,3,2,2,3,4,3,2,1,3,4,3,3,2,3,1,3,4,3,2,1,1
60030001,600300,1,0.808362913,1.132854528, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,1,1,1,1,2,1948,7,67,2,1,5, , , , , , , , , , ,3,3,3,2, , ,2,1,1, ,1,1,0,1,0,2, ,1, ,2, ,3, ,55,2014, ,4, ,11, , , ,42,5,13,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,6,18, ,1,9,13,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,4,5,3,2,4,3,2,1,2,3,4,3,3,3,2,2,1,2,3,2,3,4,3,2,1,2,3,3
60040001,600400,1,0.590902301,0.944646387, ,0, ,0,1,1,1,1,1,1,1,1,0,0,0,1,13,1,1,1,1,1,2,1939,8,76,2,1,5, , , , , , , , , , ,3,1,1,2, , ,2,1,1, ,2,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,9,6,15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,3,5,4,2,3,2,3,1,2,3,4,3,2,3,4,3,2,3,2,1,2,3,1,2,3,3,1,1
60050001,600500,1,0.590902301,0.944646387, ,0, ,0,1,1,1,1,1,1,0,0,0,0,0,1,13,1,1,1,1,1,2,1939,8,76,2,0, , , , , , , , , , , ,3,1,1,2, , ,2,1,2, ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,35,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,9999, , ,10,9,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,5,3,3,3,2,3,4,3,1,2,2,3,4,3,2,1,3,4,3,2,2,1,2,3,4,3,2,2,3
60060001,600600,1,0.619209884,0.964489094, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,2,2,1,1,1,1938,8,77,2,1,5, , , , , , , , , , ,2,4,4,2, , ,4,1,1, ,1,1,0,1,0,1, ,1, ,2, ,3, ,56,2012, ,4, ,10, , , ,48,5,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,88, , ,1,8,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,5,4,3,2,2,1,3,4,3,3,2,2,1,3,2,1,2,3,2,3,2,2,2,2,3,3,2,2,3
60060002,600600,2,0.529402211,0.728169354, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,2,2,1,2,2,1941,8,74,2,1,5, , , , , , , , , , ,2,1,1,2, , ,2,1,2, ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,35,4,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,9999, , ,13,9,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,4,3,2,3,2,1,3,4,3,2,3,3,2,3,2,1,3,4,3,2,2,3,1,3,3,4,3,3,2
60070001,600700,1,1.41275646,1.531875616, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,3,3,1,1,1,1948,7,67,3,2,5, , , , , , , , , , ,2,5,4,1,3,44, ,1,3, ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,50,6,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,1,6,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,4,2,3,4,2,3,4,3,3,4,2,2,3,2,3,4,3,3,2,2,1,2,3,4,2,2,2,3,4
60070002,600700,2,1.252221539,1.133772726, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,3,3,1,2,2,1953,7,62,3,2,5, , , , , , , , , , ,2,1,1,1,4,44, ,1,1, ,1,1,0,1,0,1, ,1, ,2, ,1, ,5,2011, ,3, ,1, , , ,79,8,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,9,11,16,1,8,9,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,3,5,3,2,3,3,2,4,1,2,3,3,2,2,4,3,2,2,3,4,3,3,2,2,1,2,3,3
60070003,600700,3,1.921361699,2.59900996, ,1, ,0,1,1,1,1,1,0,1,1,1,1,0,3,13,1,3,3,1,3,1,1984,4,31,5,4,5, , , , , , , , , , ,1,5,4,1,1,31, ,1,2, ,1,1,0,1,0,2, ,1, ,2, ,3, ,57,2012, ,3, ,10, , , ,62,7,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,1,1,3,1,4,1,22,5,1,1,20,5,0,1, , ,11,17,18,1,10,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,3,2,1,3,2,3,4,3,2,3,1,4,3,3,2,3,4,3,2,1,2,3,2,4,3,2,2,2,3
60080001,600800,1,1.061346104,1.525756447, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,3,3,1,1,1,1948,7,67,3,2,5, , , , , , , , , , ,2,4,4,1,1,44, ,1,1, ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,48,5,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,9999, , ,10,1,8,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,4,3,5,2,3,4,3,2,2,1,2,3,4,3,4,3,2,1,2,3,3,2,2,1,2,3,3,2
60080002,600800,2,0.940742788,1.185787051, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,3,3,1,2,2,1955,7,60,2,1,5, , , , , , , , , , ,2,1,1,2, , ,2,1,5, ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,40,5,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,9999, , ,6,8,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,2,2,3,3,4,3,2,1,2,2,3,4,3,2,1,2,3,2,2,3,3,4,3,2,2,2,1,3
60080003,600800,3,1.06349022,1.243578799, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,3,13,1,3,3,1,3,2,1980,4,35,4,3,5, , , , , , , , , , ,1,4,4,1,1,39, ,1,3, ,1,1,0,1,0,2, ,1, ,2, ,3, ,45,2013, ,4, ,10, , , ,82,9,18,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,11,18,16,1,12,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,2,4,4,2,3,1,1,1,1,1,1,1,3,3,3,2,3,5,4,3,2,3,2,3,4,3,2,1,2,2,4,3,2,3,4,3,3,4,3,2,1,2,3,2,3,4,3
60090001,600900,1,0.918957915,1.069422068, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,3,3,1,1,1,1962,6,53,4,3,5, , , , , , , , , , ,2,5,4,1,1,32, ,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,75,8,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,2,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,1,2,3,3,1,3,1,1,1,1,1,1,1,1,1,1,4,4,5,3,3,4,3,2,3,4,3,2,1,2,3,3,3,1,2,3,4,3,4,3,2,3,2,1,2,3,3,2
60090002,600900,2,0.891369394,0.801900811, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,3,3,1,2,2,1976,4,39,4,3,5, , , , , , , , , , ,2,1,1,2, , ,2,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,42,5,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,14,2,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,4,3,5,3,4,3,2,2,1,1,2,3,4,2,3,2,1,2,3,2,2,2,1,2,3,4,3,2
60090003,600900,3,0.681849998,1.28038605, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,3,13,1,3,3,1,3,2,1998,2,17,4,3,1, , ,2,1,1, , , , , ,1,1,1,2, , ,1,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,45,5,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,1,1,30,7, , , ,4,13,8,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,3,4,5,3,2,3,4,3,2,1,2,3,4,3,3,4,3,2,1,2,3,4,3,3,2,2,1,3,3
60090004,600900,4,0.727749302,1.2682972, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,4,13,1,3,3,1,3,1,2001,2,14,3,2,1, ,2, , , , , , , , ,1,1,1,2, , ,1,2, , ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,40,5,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,4,13,9,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,4,5,3,4,2,3,4,3,2,1,3,4,3,2,3,4,3,2,1,2,3,3,2,2,3,3,4,3,2
60100001,601000,1,0.760970608,0.753618223, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,3,3,1,1,2,1963,6,52,4,3,5, , , , , , , , , , ,3,5,4,1,1,44, ,1,2, ,1,1,0,1,0,2, ,1, ,2, ,3, ,56,2013, ,4, ,10, , , ,46,5,15,2,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,6,16,11,13,14,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2, , ,2,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,3,2,1,2,3,5,4,3,4,3,2,1,2,2,3,3,4,3,2,1,2,3,4,3,3,3,2,1,2,3,2,3
60100002,601000,2,1.129332019,1.213958751, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,3,3,1,3,2,1993,3,22,4,3,5, , , , , , , , , , ,1,1,1,2, , ,4,1,2, ,1,1,0,1,0,2, ,1, ,2, ,3, ,57,2013, ,4, ,10, , , ,60,7,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,1,1,15,4,0,1, , ,2,11,16,4,2,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,4,3,4,3,3,4,3,2,3,3,3,2,1,3,2,3,4,3,2,1,2,3,2,2,2,1,3,3
60100003,601000,3,1.311078169,1.393584002, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,3,13,1,3,3,1,3,1,1994,3,21,5,4,1, , , , , ,2,2,4, , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,2, ,1, ,2, ,3, ,57,2012, ,3, ,1, , , ,65,7,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,1,1,2,1,3,11,16,1,12,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,3,4,5,4,3,4,2,3,4,3,2,1,2,3,4,3,2,3,4,3,2,2,1,2,3,2,3,4,3,2,3
60100004,601000,4,0.69776154,1.161989708, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,4,13,1,3,3,1,3,2,1999,2,16,4,3,1, , ,1,1,1, , , , , ,1,1,1,2, , ,1,2, , ,1,1,0,1,0,2, ,1, ,2, ,3, ,57,2013, ,4, ,10, , , ,63,7,0,1,4, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,8,2,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,1,16,11,12,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,5,4,3,2,4,5,2,3,4,3,2,3,4,3,1,2,3,2,3,4,3,2,3,2,3,2,3,2,3,3,3
60110001,601100,1,0.988122306,1.122560389, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,3,3,1,1,1,1955,7,60,3,2,5, , , , , , , , , , ,2,7,5,1,1,43, ,1,1, ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,45,5,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,1,1,20,5,1,1,50,11,9999, , ,1,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,4,1,2,2,2,5,5,3,3,3,4,4,4,1,3,2,2,2,2,1,2,2,3,4,2,3,4,3,3,2,2,2,3,3,3,3,4,3,3,2,2,2,2,3,4,4,3,3,2
60110002,601100,2,0.825998301,0.841318848, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,2,13,1,3,3,1,2,2,1960,6,55,4,3,5, , , , , , , , , , ,2,4,4,1,1,52, ,1,1, ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,38,4,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,2,1,30,7,0,1, , ,9999, , ,2,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,2,2,3,2,2,5,5,3,2,1,1,2,2,4,2,2,3,2,2,2,1,2,4,2,3,4,3,3,2,2,1,2,3,3,3,3,4,4,4,3,2,2,2,1,2,3,3,4
60110101,601101,1,1.343855369,1.590173763, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,3,13,1,3,3,1,3,1,1984,4,31,5,4,5, , , , , , , , , , ,1,4,4,1,1,43, ,1,2, ,1,1,0,1,0,2, ,1, ,2, ,1, ,10,2012, ,4, ,18, , , ,70,8,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,3,1,50,11,0,1, , ,18,8,13,1,10,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,4,4,5,5,2,2,3,3,4,4,5,5,2,2,3,2,2,3,3,2,3,3,2,2,2,3,4,4,3,3,2,4,3,2,2,3,4,4,4,3,2,2,2,4,3,3
60110202,601102,2,1.225837527,1.355617279, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,4,13,1,3,3,1,3,2,1987,3,28,5,4,5, , , , , , , , , , ,1,6,5,1,1,25, ,1,3, ,1,1,0,1,0,2, ,1, ,2, ,1, ,3,2012, ,4, ,5, , , ,55,6,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, ,2,2, , , , , , ,0,1, , ,0,1, , ,1,3,5,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,3,2,3,4,3,3,3,2,3,4,3,3,3,2,3,3,3,2,3,3,4,3,3,2,3,3,4,3,3,3,3
60120001,601200,1,1.588608429,1.873877983, ,1, ,0,1,1,1,1,1,1,1,1,1,1,0,1,13,1,3,3,1,1,1,1953,7,62,4,3,5, , , , , , , , , , ,2,8,6,1,1,86, ,1,1, ,1,1,1,0,0, , , , , , , , , , , , , , , , , ,48,5,0,1,1, ,2, ,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1, , ,0,1, , , , , ,10,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,4,1,1,4,5,3,3,4,3,3,3,5,5,1,1,2,2,4,3,3,3,2,3,4,2,2,1,2,2,2,1,3,4,3,2,1,2,3,2,2,2,3,3,3,2,2,1,2,3
